gene_cell,source,log2fc_median_LP
Btg2_T7,DEG,-0.8381573601961556
Btla_M4,DEG;Signature,-0.776351819143489
Bzw1_B3,DEG,0.3528045559015573
Bzw1_M0,DEG,-0.4941690613451739
Bzw1_M5,DEG,0.0848816651509131
Bzw1_T2,DEG,-2.631167780474037
C1qa_M1,DEG,-0.2299250866952274
C1qb_M1,DEG,-0.1981166005126383
C1qb_M5,DEG,-1.770814679597721
C1qbp_M4,DEG,-0.7982072224830198
C1qc_M1,DEG,-0.229801778907217
C1qc_M5,DEG,-2.7518237614179086
C1qtnf3_O4,DEG,-0.9631806928443454
C1ra_O4,DEG,-0.5260568559304064
C1ra_O7,DEG,-0.8033485866468233
C1s1_O7,DEG,-0.199934100151044
C3_M0,DEG;Signature,-0.7665229862190798
C3_M1,DEG,-1.8622811232899728
C3_O4,DEG,-0.5123729101580373
C3_O7,DEG;Signature,-0.2869679227314469
C3ar1_M1,Signature,-0.2074864804127564
C4b_O7,DEG,-0.5675717167716324
Cacna1s_B3,DEG;Signature,0.7047843123411595
Cadm1_M4,DEG,-0.5159277524622762
Calca_T8,Signature,0.5001791219190079
Calcrl_O4,DEG,-0.4690266016430954
Cald1_O7,DEG,-0.3171675964921482
Calhm6_M0,Signature,
Calm1_B2,DEG,0.1436270343330501
Calm1_B3,DEG,0.190194292206871
Calm1_M0,DEG,-0.1050638955061369
Calm1_M6,DEG,0.5166584709898022
Calm1_O10,DEG,0.1077415069677311
Calm1_T0,DEG,0.071396826649787
Calm1_T1,DEG,0.1932949661564928
Calm1_T2,DEG,0.1816701457544862
Calm1_T3,DEG,0.1506716223862855
Calm1_T4,DEG,0.1002688402248855
Calm2_B3,DEG,0.4286044246483556
Calm2_M0,DEG,-0.2858161122208615
Calm2_M2,DEG,0.5355559618009604
Calm2_O10,DEG,0.3808449063348671
Calm2_O4,DEG,0.0976001745216411
Calm2_O7,DEG,0.1586090784396992
Calm2_T1,DEG,0.0489506097663944
Calm2_T3,DEG,0.1314604587890588
Calm3_M0,DEG,-0.8063188239070938
Calm3_M1,DEG,-0.3143079039334678
Calm3_O7,DEG,-1.864078453432464
Calr_B3,DEG,0.1116482887698893
Calr_M0,DEG,-0.1314907445610867
Calr_O4,DEG,-0.2845395427842154
Calr_O7,DEG,-0.3473989536779706
Calr_T2,DEG,-0.3743477527544
Calr_T5,DEG,-0.2695995413544514
Calu_O7,DEG,0.3115075016220032
Canx_B3,DEG,0.1908214276195569
Canx_M1,DEG,0.0681772159026048
Canx_M3,DEG,0.1411283894347678
Canx_T5,DEG,-0.273735406488039
Cap1_M1,DEG,-1.805267825443944
Cap1_M3,DEG,-0.6727325374361237
Cap1_M4,DEG,-0.4055267802462978
Cap1_M5,DEG,-0.3384101797887998
Cap1_T5,DEG,-0.5080098956732662
Capg_B1,DEG;Signature,-0.376057288526134
Capg_M0,DEG;Signature,-2.2189927771040336
Capg_M5,DEG,-1.0716437079368175
Capg_T2,DEG;Signature,0.0291084068132436
Capns1_M0,DEG,-0.6644318963668534
Capns1_M1,DEG,-0.331929223477858
Capns1_O7,DEG,-0.3545026567154103
Caprin1_M4,DEG,-0.5128222171585124
Capza2_M0,DEG,-0.2262571390087782
Capza2_M1,DEG,0.040458267958672
Capza2_M3,DEG,-0.1243467776260878
Capza2_O7,DEG,-0.2647242065649847
Capza2_T4,DEG,0.1713536119485537
Capzb_M3,DEG,-0.1247888668864131
Capzb_O4,DEG,-0.4199456280624835
Capzb_T4,DEG,-0.3743168439743831
Capzb_T5,DEG,-0.3569968687527072
Car2_T7,Signature,1.2624164499080468
Card19_M0,DEG,-1.761924691193895
Card19_M1,DEG,0.4395289459991509
Card19_M2,DEG,0.0949247335347246
Card19_M4,DEG,0.532767221796409
Card19_M5,DEG,-1.368890270313616
Carnmt1_T5,DEG,0.284938571901043
Casp3_T5,DEG,-1.744827572170052
Cavin1_O10,DEG,0.0635034936516167
Cavin1_O4,DEG,0.3143453866352669
Cavin1_O7,DEG,0.0765048791695857
Cavin2_O10,DEG;Signature,0.0032896659258202
Cavin3_O4,DEG,0.0773336866427173
Cbfa2t3_M4,DEG;Signature,0.5132105950568536
Cbl_M1,DEG,-0.4517422343448266
Cbl_M3,DEG,-1.52278491150607
Cbx1_T5,DEG,-0.4158984231765357
Cbx3_T5,DEG,-0.2697194055723781
Ccdc12_M3,DEG,-0.4245636747868986
Ccdc12_M4,DEG,-0.2932783266165017
Ccdc184_T7,Signature,
Ccdc50_M1,DEG,-1.489445303833826
Ccdc80_O4,DEG,0.0453159227868609
Ccl5_M0,Signature,
Ccl5_T0,DEG,0.328635872336858
Ccl5_T3,DEG;Signature,0.1743069042298353
Ccl6_M6,DEG;Signature,0.2032639143550203
Ccl7_O7,DEG;Signature,-0.7647855422876718
Ccna2_B8,Signature,-0.4837411454867483
Ccnb2_B8,Signature,-0.7815138369045427
Ccnb2_T5,Signature,
Ccnd2_M5,DEG,0.7031572506419581
Ccnd2_T2,DEG,-0.7524889785259908
Ccnd2_T3,DEG,0.6151898512040874
Ccni_T5,DEG,0.3298911562664074
Ccnl1_M3,DEG,-0.2291119169026681
Ccr1_M0,DEG,-1.9037052829123613
Ccr2_M0,Signature,
Ccr2_T2,Signature,
Ccr5_M0,DEG,-0.5496898573813133
Ccr5_M1,DEG,-0.4446669335093948
Ccr5_M5,DEG,-3.158006949303935
Ccr7_M3,DEG;Signature,1.1728815109363038
Ccr7_T6,Signature,-0.0191585616534926
Ccr7_T6_0,Signature,-0.0912061088675841
Ccr7_T6_1,Signature,0.2107447286502659
Ccr7_T6_3,Signature,-0.6856209481654747
Ccr9_M7,Signature,0.1664742330228446
Ccrl2_M0,DEG,-0.6975213639053843
Ccrl2_M1,DEG,-1.1331049243695532
Ccrl2_M2,DEG,-0.4955242677465812
Ccrl2_M5,DEG,-4.189084777865134
Cct2_M3,DEG,-0.2373735758370863
Cct5_M1,DEG,-0.3526856161227593
Cct5_M3,DEG,-0.2250114577829411
Cct7_M3,DEG,-0.4008668817258163
Cct8_T5,DEG,-0.2740976131871284
Cd14_M0,DEG,-0.1335838314804065
Cd14_M1,DEG,0.0846495013853844
Cd14_M2,DEG,0.222124131563736
Cd14_M5,DEG,-0.3660645424540629
Cd164_M0,DEG,-0.570155023210354
Cd164_M1,DEG,0.2635084693162562
Cd164_M3,DEG,0.2013653095596823
Cd164_M4,DEG,0.4215516654989303
Cd164_M5,DEG,0.3751225619780414
Cd164_T1,DEG,1.301835291661095
Cd164_T2,DEG,3.1162498816061888
Cd164_T4,DEG;Signature,0.249568069472963
Cd164_T5,DEG,0.7279558497040819
Cd177_O15,Signature,0.5669474577840485
Cd200_O10,DEG,-0.3349709278631597
Cd248_O7,DEG,-1.6196015238096733
Cd24a_M4,DEG,-0.1724426328871749
Cd24a_M6,Signature,1.1125574187052936
Cd274_B3,DEG,-0.717511779015259
Cd274_M0,DEG,-0.2936594278667056
Cd274_M5,DEG,-0.3780125385477321
Cd28_B3,DEG;Signature,0.8889299683691543
Cd28_M5,Signature,-0.6457626065032827
Cd28_T1,Signature,-0.144550166963751
Cd28_T2,DEG,0.3738986777757054
Cd2_M5,Signature,-1.2776423975896054
Cd2_T0,DEG,-0.7038017868992086
Cd2_T2,DEG;Signature,-0.345388888198734
Cd2ap_M3,DEG,-0.5769356549756685
Cd2ap_M4,DEG,-0.7471642648979842
Cd300a_M0,DEG,-1.1842322896228543
Cd300a_M3,DEG,-0.2822344683681668
Cd300c2_M0,DEG,-0.3668406585060484
Cd300c2_M1,DEG,-0.450065719946442
Cd300c2_M3,DEG,-0.997160497316642
Cd300c2_M5,DEG,-1.4821772258806
Cd302_M0,DEG;Signature,-0.946672608872382
Cd302_O4,DEG,-0.5002417264586638
Cd302_O7,DEG,-0.8337718813106152
Cd34_O10,DEG,-0.8278880513613485
Cd34_O4,DEG,0.3717888178328256
Cd34_O7,DEG,0.1754666295448486
Cd36_O10,Signature,-1.1205912807260447
Cd37_B1,DEG,-0.2671489722061936
Cd37_B2,DEG;Signature,-0.1947128142736926
Cd38_M0,Signature,
Cd3d_B6_0,Signature,-0.4189586288476895
Cd3d_M5,DEG;Signature,-0.5745760138314486
Cd3d_T0,DEG,-0.1936284242684615
Cd3d_T1,DEG,-0.1866371307797789
Cd3d_T2,DEG,-0.2865780204985577
Cd3d_T3,DEG,-0.1293367898886444
Cd3d_T4,DEG,-0.2056203971640356
Cd3e_B6_0,Signature,-0.1032532096480291
Cd3e_M5,Signature,-0.4193682516541409
Cd3e_T2,DEG,-0.1767324843439893
Cd3e_T6,DEG,-0.3860339779746221
Cd3g_B6_0,Signature,-0.1424068729554607
Cd3g_M5,Signature,-0.2516126467597794
Cd3g_T5,DEG,0.1351162678673094
Cd44_B3,DEG,0.1481380823171849
Cd44_M1,DEG,0.6269079865971678
Cd44_M2,DEG,0.3528331756465689
Cd44_M3,DEG,0.634008060758562
Cd44_M4,DEG,0.6597148396583378
Cd44_M7,DEG,0.3903840635748526
Cd44_O7,DEG,0.556518392366899
Cd44_T1,DEG,2.0087717289743967
Cd44_T4,Signature,0.0423467824911104
Cd44_T5,DEG,1.0037721827697357
Cd47_B1,DEG,-0.5163813906306371
Cd47_B3,DEG,0.3194715342550727
Cd47_M1,DEG,-0.1860071320754412
Cd47_M4,DEG,-0.2777038112302054
Cd47_O10,DEG,-0.2694832525829126
Cd47_T1,DEG,0.1957675585882559
Cd47_T4,DEG,-0.1863683923445976
Cd48_T5,DEG,-0.4524625912583447
Cd4_T0,Signature,-1.7233069693969931
Cd4_T1,Signature,0.2309840892881182
Cd4_T5,DEG,0.6744851561782723
Cd52_B1,DEG,-0.1156792051960818
Cd52_B2,DEG,0.0270397509595034
Cd52_B3,DEG,0.6422990664692467
Cd52_M0,DEG,-0.0941136142506715
Cd52_M2,DEG,-0.1118213483597931
Cd52_M3,DEG,-0.1112383460671532
Cd52_M5,DEG,-0.0716619246829732
Cd52_M7,DEG,0.5726931130263697
Cd52_T1,DEG,0.103700231795956
Cd52_T2,DEG,0.1003403571344712
Cd52_T5,DEG,-0.0779144990411327
Cd52_T8,DEG,0.641278973072797
Cd53_B3,DEG,0.631664962520641
Cd53_M1,DEG,0.0621257244893767
Cd53_M2,DEG,0.1421253143060746
Cd53_M3,DEG,0.1699620657199243
Cd53_T2,DEG,-0.2640573085188911
Cd55_O4,DEG,0.5719984413372718
Cd5_T0,Signature,
Cd63_M1,DEG;Signature,-0.1865570844620436
Cd63_O7,DEG,0.0661070526815078
Cd68_M0,DEG,-0.2799678270937178
Cd68_M3,DEG,-0.3852497281934496
Cd68_M5,DEG,-0.5933280396892263
Cd69_B3,DEG,-0.4123210727475382
Cd6_T0,Signature,-0.7217898465926843
Cd6_T2,DEG,-0.4450260378360601
Cd74_B3,DEG,0.0601306403768906
Cd74_M0,DEG,-0.026991900012686
Cd74_M1,DEG,-0.0525927130197768
Cd74_M3,DEG,0.0185013413722074
Cd74_M7,DEG,-0.100727739572935
Cd74_O10,DEG,-1.5810473809982328
Cd79a_B3,DEG,-0.274802137855911
Cd79a_B5,DEG,-0.1810571104211494
Cd7_M7,Signature,0.0808609243735906
Cd80_M3,DEG,0.6379718867403825
Cd81_B3,DEG,0.1704898283599448
Cd81_M1,Signature,-0.3734711942831922
Cd83_B1,DEG,-0.3025761965677698
Cd83_B5,Signature,-0.0907001054836441
Cd83_M1,Signature,0.1030178731193618
Cd83_M3,DEG,0.1305853916024484
Cd83_M5,DEG,0.5910253260417352
Cd86_B1,DEG;Signature,0.3060713567431483
Cd8a_T3,DEG;Signature,-1.23336458993861
Cd8b1_T6_2,Signature,-0.544033419142482
Cd93_M1,Signature,0.0424453621513563
Cd93_O10,Signature,
Cd93_T7,Signature,1.2220124240005723
Cd9_M2,DEG,0.3589746388482031
Cd9_M3,DEG,0.4620510433407916
Cd9_M4,DEG,0.2451192289284441
Cd9_M5,DEG,1.5575809358799926
Cd9_M6,DEG;Signature,0.1611245699709351
Cd9_O10,DEG,0.0336710137581907
Cd9_O7,DEG,0.1827966631181349
Cdc20_B8,Signature,-1.732009292548335
Cdc42_B3,DEG,0.4395008081979908
Cdc42_M0,DEG,-0.0950690163782401
Cdc42_T1,DEG,0.1679486353202341
Cdc42_T2,DEG,0.080871422630518
Cdc42_T4,DEG,-0.0965371795553337
Cdc42se1_M4,DEG,0.3003138066374549
Cdc42se2_M3,DEG,-0.5485561735954411
Cdc42se2_M5,DEG,0.2054855386241492
Cdc45_B8,Signature,-1.1020034342467897
Cdc5l_M3,DEG,-0.5782137915215583
Cdca3_B8,Signature,-0.3813360008263455
Cdca3_T5,Signature,-0.3349360194650237
Cdca8_T5,Signature,0.0629598374255789
Cdh11_O4,DEG,-0.2782408540289888
Cdk11b_M3,DEG,-0.4632802820339436
Cdk12_M3,DEG,-0.863577604098387
Cdk14_M4,Signature,-0.3908234260886239
Cdk1_T5,Signature,0.0117582944025765
Cdk2ap2_B3,DEG,0.3189520662771383
Cdk2ap2_M0,DEG,-0.7574157738707143
Cdk2ap2_M2,DEG,0.1922733468031037
Cdk4_T5,DEG,-1.2480395025525826
Cdkn1a_M1,DEG,0.1668550758393287
Cdkn1a_M2,DEG,1.491087059220638
Cdkn1a_M4,DEG,0.2603741754436061
Cdkn1a_O10,DEG,0.5659713521820293
Cdkn1a_O7,DEG,0.191870599882427
Cdkn1b_M3,DEG,-2.575256170220042
Cdkn1b_M4,DEG,-0.5462581177093028
Cdkn1b_T2,DEG,0.3169243333556708
Cdkn1b_T5,DEG,0.4002790923494728
Cdv3_B3,DEG,0.1383656019687138
Cdv3_M1,DEG,0.2088442247685607
Cdv3_M4,DEG,0.0868785162515858
Cdv3_T5,DEG,0.0190205935424132
Cdx1_O15,Signature,-0.6986335936260906
Cebpb_M0,DEG,-0.1220994978195266
Cebpb_M1,DEG,0.1490680978031074
Cebpb_M2,DEG,0.06818873839449
Cebpb_M5,DEG,-0.341081523815936
Cebpb_M6,DEG;Signature,0.2092553915496074
Cebpb_O13,DEG,-0.5125871051577946
Cebpd_O10,DEG,0.5903954016838434
Celf2_B1,Signature,0.0754379347519285
Celf2_M3,DEG,-0.4145465036320855
Cenpe_T5,Signature,
Cenpf_T5,Signature,-0.779770706037233
Cenps_B4,Signature,
Cfb_M0,Signature,
Cfh_O7,DEG,-0.35556913368612
Cfl1_B3,DEG,0.0797865082565378
Cfl1_M1,DEG,-0.0638781375083726
Cfl1_M3,DEG,-0.0845204229181635
Cfl1_T3,DEG,-0.1780188549710376
Cfl1_T4,DEG,-0.1096029012537175
Cfl1_T5,DEG,-0.1490462181483157
Cfl1_T7,DEG,-0.3867844629089972
Cflar_M0,DEG,-0.6018633536040914
Cfp_M3,DEG,-0.3569754266103837
Chchd1_M3,DEG,-0.4210439940693479
Chchd1_M4,DEG,-0.3143178409446897
Chchd1_T5,DEG,-0.2399516988881614
Chchd2_B1,DEG,0.1499084317349588
Chchd2_B3,DEG,0.1884934514083659
Chchd2_M2,DEG,0.3240892995555406
Chchd2_O10,DEG,0.1554840690860357
Chchd2_O4,DEG,0.0063370265178745
Chchd2_O7,DEG,0.1107425794930667
Chchd2_T0,DEG,0.0698328507727565
Chchd2_T1,DEG,0.204796437547031
Chchd2_T2,DEG,0.0993451342908262
Chchd2_T3,DEG,0.145715652010299
Chchd2_T4,DEG,0.0712421685758084
Chchd2_T5,DEG,0.029039757162576
Chd1_T5,DEG,-0.4047179456028267
Chd2_T3,DEG,-0.1782994594764848
Chd4_M1,DEG,-0.5336067668385132
Chd4_M3,DEG,-0.9233928723513803
Chd4_T5,DEG,-0.1893170954284325
Chil1_M0,Signature,
Chmp2a_M0,DEG,-0.2958396880810701
Chmp2a_M3,DEG,-0.2537226112466377
Chmp4b_M1,DEG,0.2493581917788535
Chmp4b_M3,DEG,0.1123843314578985
Chp1_M3,DEG,0.238387990123165
Chuk_M4,DEG,-1.4074847384385205
Ciao2a_M3,DEG,-0.435092336769078
Ciao2a_M4,DEG,-0.3584953732922449
Ciita_M4,DEG,-3.1672510577162827
Cisd1_T5,DEG,-2.572268774422196
Cisd2_M4,DEG,0.2671984838163386
Cisd2_T5,DEG,0.471338507056179
Cited2_B3,DEG,0.3105041602550428
Ckb_M3,DEG,-0.7164530706478254
Ckb_T4,Signature,
Cks1b_T5,Signature,0.0093840905246981
Cks2_B4,Signature,-0.2697560868032982
Cks2_T5,DEG,-0.2181854229132029
Clca3b_O15,Signature,0.2932341105271294
Cldn3_O15,Signature,-0.0793125250261161
Cldn7_O15,Signature,0.0587201658721152
Cldnd1_T2,Signature,
Cldnd1_T5,DEG,1.0774570050884404
Clec12a_M0,Signature,
Clec12a_M4,DEG,-0.7620128206907573
Clec2d_M1,DEG,0.2926074380743826
Clec2d_M3,DEG,0.2221516517949278
Clec3b_O4,DEG,0.2332273079586611
Clec4a2_M0,DEG,-2.0138006293706643
Clec4a2_M1,DEG,-0.6266781832816932
Clec4a3_M0,DEG,-0.92429453649229
Clec4d_M2,DEG;Signature,0.1514675580521532
Clec4e_M0,DEG,-3.788714055311852
Clec4n_M0,DEG,-1.03262706565311
Clec4n_M1,DEG,-0.4553194560624756
Clec9a_M4,Signature,-0.2501606419603988
Clic1_B3,DEG,0.4810930176764579
Clic1_M0,DEG,-0.3141925519708816
Clic1_M1,DEG,-0.263337139772403
Clic1_M2,DEG,-0.7915836850213673
Clic1_M3,DEG,-0.4591986501032268
Clic1_M4,DEG,-0.1675194400092783
Clic1_M5,DEG,-0.2983275421602865
Clic1_O7,DEG,-0.5652140199869851
Clic1_T2,DEG,-0.1674924809863835
Clic1_T4,DEG,-0.214820014862854
Clic4_B3,DEG,0.5793288550473915
Clic4_M1,DEG,0.3638226271030078
Clic4_M3,DEG,0.4715762121931117
Clic4_M4,DEG,0.3233240206939969
Clic4_O10,DEG,0.2332278314344666
Clic4_O4,DEG,0.2684784621588657
Clic4_O7,DEG,0.2251297710357411
Clic5_O10,Signature,0.0932414270286053
Clint1_M3,DEG,-0.286014969228331
Clint1_T5,DEG,0.3467167543022396
Clk1_M0,DEG,-2.55560517603988
Clk1_M3,DEG,-0.276294352689273
Clk1_O7,DEG,-0.4545025616802861
Clk1_T1,DEG,-0.4427298891526302
Clk1_T2,DEG,-0.1861499024809009
Clk1_T3,DEG,-0.1964387915666873
Clmp_O4,DEG,-0.217021205237275
Clta_B3,DEG,0.2413525616174595
Clta_M3,DEG,-0.1451971651346031
Clta_O7,DEG,-0.248195237795316
Clta_T1,DEG,0.8737385891071022
Clta_T3,DEG,0.5256592761248611
Cltc_M3,DEG,0.1561605768360394
Cltc_M5,DEG,0.1695612670228676
Cmah_B3,DEG,-0.4368875205103322
Cmas_M4,DEG,1.527959195277217
Cmip_M3,DEG,0.2093653461020272
Cmpk1_M0,DEG,-1.569813087630425
Cmtm6_M4,DEG,0.5866690291000877
Cmtm7_M4,DEG,-0.3147291685923875
Cmtm7_M5,DEG,-1.354625840542808
Cmtr1_M3,DEG,1.0089108854866673
Cmtr1_M4,DEG,0.4693349358644059
Cnbp_B3,DEG,0.0737573632745759
Cnbp_M0,DEG,-0.3156046353746131
Cnbp_M1,DEG,0.1041054391091811
Cnbp_M3,DEG,0.102310319021857
Cnbp_M5,DEG,0.1867960218532488
Cnbp_O7,DEG,0.0164995960193281
Cnbp_T2,DEG,0.0212865556123505
Cnbp_T3,DEG,0.1493664731841907
Cnbp_T5,DEG,0.1917868662621004
Cnih4_M3,DEG,-0.9362869139408878
Cnih4_M5,DEG,-0.6827487789850313
Cnpy2_B3,DEG,-0.2867932263590322
Cntrl_T5,DEG,-0.7686030783253857
Coa5_M4,DEG,-0.3925083691088757
Col12a1_O4,DEG;Signature,0.311337795883136
Col14a1_O4,DEG,0.4067723766868822
Col14a1_O7,DEG;Signature,0.2797477062531769
Col15a1_O4,DEG;Signature,0.2726126952207222
Col1a1_O4,DEG,0.114303270221857
Col1a1_O7,DEG,0.0079233147769796
Col1a2_O4,DEG,0.03656990728661
Col3a1_O4,DEG,0.002740077622692
Col4a2_O10,DEG,-0.457221469249201
Col4a2_O7,DEG,-0.6586302593171427
Col4a5_O13,Signature,
Col5a1_O4,DEG,0.0777055714426199
Col6a1_O7,DEG,0.0155643707394573
Col6a2_O4,DEG,0.0147099566125679
Col6a2_O7,DEG,0.1296584651078454
Col6a3_O7,DEG;Signature,0.327020266804667
Colec12_O4,DEG,-0.3462578805911182
Colec12_O7,DEG,-2.2913847198099644
Commd3_T5,DEG,-2.4291781766961065
Commd8_M4,DEG,-0.7969300307199927
Cope_B3,DEG,0.0853027480980705
Cops9_M0,DEG,-0.9055734807585945
Cops9_M1,DEG,-0.2380744814672159
Coq10b_M3,DEG,-0.7568212230638329
Coro1a_B1,DEG,-0.1634814684203021
Coro1a_M0,DEG,-0.1525537409671127
Coro1a_M1,DEG,-0.214884034964885
Coro1a_M2,DEG,-0.2341575256199828
Coro1a_M3,DEG,-0.340121263499773
Coro1a_M4,DEG,-0.2731706721578842
Coro1a_T1,DEG,-0.1994847038453583
Coro1a_T2,DEG,-0.3309907530225238
Coro1a_T3,DEG,-0.3143617718319711
Coro1a_T4,DEG,-0.4672912798715859
Coro1a_T5,DEG,-0.2313256232970731
Cotl1_M0,DEG,-0.2921944490679296
Cotl1_M1,DEG,-0.235948612337326
Cotl1_T5,DEG,-0.2043054150610931
Cox14_M3,DEG,-0.5106266510493203
Cox14_M4,DEG,-0.6758243167772948
Cox16_B3,DEG,0.2598114359880641
Cox17_M1,DEG,0.0211091765163987
Cox17_M2,DEG,0.5819704072845391
Cox17_M3,DEG,0.1791384044550754
Cox17_T3,DEG,-1.3026945074825225
Cox17_T4,DEG,-0.1669905467848719
Cox4i1_B3,DEG,0.0550558735727677
Cox4i1_M0,DEG,-0.0899745331239896
Cox4i1_M1,DEG,-0.0856794283122369
Cox4i1_O10,DEG,-0.1542514806149452
Cox4i1_T2,DEG,-0.1236671453451645
Cox4i1_T3,DEG,-0.1118728541924781
Cox4i1_T4,DEG,-0.1444385282132347
Cox5a_M0,DEG,-0.1965158879936988
Cox5a_M1,DEG,-0.1820709152831998
Cox5a_M3,DEG,-0.0824089154954333
Cox5a_O7,DEG,-0.5845411947185722
Cox5a_T1,DEG,0.2008704387225839
Cox5a_T2,DEG,-0.193707853886524
Cox5a_T4,DEG,-0.3226094118609637
Cox5a_T5,DEG,-0.1416680472738253
Cox5b_B3,DEG,0.0106712724656008
Cox5b_M0,DEG,-0.1857617815119927
Cox5b_M1,DEG,-0.1835673726344426
Cox5b_M3,DEG,-0.1790615445137172
Cox5b_M4,DEG,-0.2132767233821418
Cox5b_O7,DEG,-0.4661568114424513
Cox5b_T2,DEG,-0.2590872934709797
Cox5b_T4,DEG,-0.1603013892730118
Cox6a1_B3,DEG,0.129191120338383
Cox6a2_M7,Signature,-0.5537724399851396
Cox6b1_M0,DEG,-0.1403220918291202
Cox6b1_M1,DEG,-0.1678912867759974
Cox6b1_M3,DEG,-0.0910161440622108
Cox6b1_M5,DEG,-0.1773035255719345
Cox6b1_O7,DEG,-0.3431947429889442
Cox6b1_T0,DEG,-0.3500125716321222
Cox6b1_T3,DEG,-0.1914247097421249
Cox6c_M0,DEG,-0.144713752482443
Cox6c_T4,DEG,-0.1184993179669764
Cox7a2_M0,DEG,-0.3945408859658388
Cox7a2_M1,DEG,-0.1477019488368774
Cox7a2_M3,DEG,-0.3012870959539653
Cox7a2_M4,DEG,-0.1575936852040985
Cox7a2_M5,DEG,-0.3649681612376134
Cox7a2_T3,DEG,-0.2734981822073248
Cox7a2_T4,DEG,-0.201385876556413
Cox7a2l_B1,DEG,-0.2322321349383259
Cox7a2l_B2,DEG,-0.1591994045399794
Cox7a2l_B3,DEG,-0.2759451129380305
Cox7a2l_M0,DEG,-0.4869657130645696
Cox7a2l_M1,DEG,-0.3522890592912212
Cox7a2l_M3,DEG,-0.1985460445486623
Cox7a2l_M5,DEG,-0.2735912186371048
Cox7a2l_O7,DEG,-0.2363398590154295
Cox7a2l_T0,DEG,-0.2454296089768555
Cox7a2l_T2,DEG,-0.2307223444372312
Cox7a2l_T3,DEG,-0.210132178205295
Cox7a2l_T4,DEG,-0.1422080133661425
Cox7b_M0,DEG,-0.1796847889190903
Cox7b_M1,DEG,-0.141599624472294
Cox7b_M3,DEG,-0.1315486653105831
Cox7b_M4,DEG,-0.1289233840276615
Cox7b_O7,DEG,-0.3458685225838007
Cox7b_T3,DEG,-0.1639888915811234
Cox7b_T4,DEG,-0.1325900141263398
Cox7b_T5,DEG,-0.184056454944377
Cox7c_B3,DEG,0.0655722800476008
Cox7c_M5,DEG,-0.0950848471132127
Cox7c_T1,DEG,0.1059059442261342
Cox7c_T3,DEG,0.0117049168866279
Cox8a_M0,DEG,-0.12730448986064
Cox8a_M1,DEG,-0.1202227056131144
Cox8a_M2,DEG,0.1998467173833952
Cox8a_M4,DEG,-0.072653092818823
Cox8a_M5,DEG,-0.1625127757982846
Cox8a_O7,DEG,-0.1888685873963497
Cox8a_T2,DEG,-0.1749177793649226
Cox8a_T3,DEG,-0.1258210932432623
Cox8a_T4,DEG,-0.1468389735763652
Cpne3_M4,DEG,-0.4203066220061223
Creb5_M1,DEG,-0.4337344150560653
Creb5_O7,Signature,-1.6008974163861334
Crebbp_M5,DEG,0.2904176543055283
Creg1_B3,DEG,-0.1605482763398693
Creg1_M0,DEG,-2.139470715863109
Creg1_M1,DEG,-0.3438986598085771
Creg1_M3,DEG,-0.3797675292252217
Creg1_M5,DEG,-0.9050087775787196
Creld2_B3,DEG,-0.3065132179772739
Crem_B0,Signature,0.2197419021923161
Crem_B1,DEG,1.0441173718703385
Crem_M1,DEG,0.6103140758013283
Crem_M3,DEG,1.2429328290178216
Crem_M4,DEG,1.1351640077348115
Crem_M5,DEG,1.0437149027075536
Crem_T1,DEG,1.8556309155690656
Crem_T2,DEG,0.2742689062760299
Crem_T3,DEG,0.6189983958239301
Crem_T4,DEG,0.4624142592104963
Crem_T5,DEG,1.1021053915857375
Crem_T7,DEG,0.4041318022818943
Crip1_B3,DEG,1.1686549089827245
Crip1_M0,DEG,0.5723754933048948
Crip1_M1,DEG,0.9548763342449028
Crip1_M3,DEG,0.3936666217453656
Crip1_M4,DEG,0.385188167827071
Crip1_M5,DEG,0.5766454316576306
Crip1_O10,DEG,0.1691979065137096
Crip1_O4,DEG,0.5670989435514491
Crip1_T0,DEG,0.3667267600389329
Crip1_T1,DEG,1.270582025994942
Crip1_T2,DEG,0.9071372484896064
Crip1_T3,DEG,0.4380834008789032
Crip1_T4,DEG,0.1036998156621338
Crip1_T5,DEG,0.1845805268956996
Crispld2_O4,DEG,-0.4963588082309995
Crlf3_T2,DEG,0.1870688372325296
Crtc3_M3,DEG,0.7485483965046666
Cs_M4,DEG,-0.4698639961794616
Csde1_B2,DEG,-1.884537726982365
Csde1_M0,DEG,-0.3633795534556007
Csde1_O10,DEG,-0.3135160134827087
Csde1_T2,DEG,-1.4660789649193993
Csde1_T3,DEG,-0.8217864099720164
Csde1_T4,DEG,-0.15831820809987
Csf1r_M0,DEG,-0.1881658695836686
Csf1r_M1,DEG,-0.1486249297401157
Csf1r_M5,DEG,-0.9259887600347176
Csf2ra_M0,DEG,-0.2151761078255489
Csf2ra_M1,DEG,-0.393827459468189
Csf2ra_M3,DEG,-0.2600227225851266
Csf2rb2_M3,DEG,0.8022250513852128
Csf2rb2_M4,DEG,0.7184858966751638
Csf2rb_M1,DEG,0.288963405175238
Csf2rb_M3,DEG,0.6542451013036952
Csf2rb_M4,DEG,0.749784105119677
Csf2rb_M5,DEG,0.5663770633291498
Csf3r_M2,DEG;Signature,0.1943709168963661
Csnk1a1_M0,DEG,-0.2790051948218985
Csnk1a1_M1,DEG,0.1315880676218645
Csnk1a1_M3,DEG,0.1371243732164299
