gene_cell,source,log2fc_median_TLS
Hnrnpa1_M5,DEG,0.1922924184009624
Hnrnpa1_T2,DEG,0.0346090070467329
Hnrnpa1_T4,DEG,0.0519347184504012
Hnrnpa1_T5,DEG,-0.171771259797316
Hnrnpa1_T7,DEG,0.3082038452887951
Hnrnpa2b1_B1,DEG,0.0635030227879082
Hnrnpa2b1_M1,DEG,0.0736534424818287
Hnrnpa2b1_M3,DEG,-0.181594993744758
Hnrnpa2b1_T2,DEG,-0.1128566354564975
Hnrnpa2b1_T4,DEG,-0.2027310543351193
Hnrnpa3_B3,DEG,0.1898947992493667
Hnrnpa3_M1,DEG,0.1725730621810995
Hnrnpa3_M3,DEG,-0.223179757702479
Hnrnpa3_T2,DEG,-0.1256321172651232
Hnrnpa3_T3,DEG,-0.1663423432491493
Hnrnpa3_T4,DEG,-0.1995898545199166
Hnrnpa3_T5,DEG,-0.1113955131069615
Hnrnpab_B1,DEG,0.1233859355099694
Hnrnpab_B5,DEG,0.1484775970559209
Hnrnpab_M1,DEG,0.146283868099198
Hnrnpc_M0,DEG,-0.9277073098988906
Hnrnpc_M3,DEG,-0.2982237624361384
Hnrnpc_M5,DEG,0.1943981273313184
Hnrnpc_T5,DEG,-0.2625459009036924
Hnrnpc_T7,DEG,0.3236413148538203
Hnrnpd_M3,DEG,-0.9286140657948124
Hnrnpd_T5,DEG,-0.3248797917399187
Hnrnpdl_B1,DEG,-0.2792985989081428
Hnrnpdl_B4,DEG,-0.4189753160927376
Hnrnpdl_M3,DEG,-0.8308886945183084
Hnrnpdl_T1,DEG,-2.249218260041017
Hnrnpdl_T5,DEG,-0.5537903318144253
Hnrnpf_B1,DEG,0.0590061650665187
Hnrnpf_B3,DEG,0.3366597455244324
Hnrnpf_B5,DEG,0.0981758006696502
Hnrnpf_M0,DEG,-0.4029967272585358
Hnrnpf_M1,DEG,0.2249486296784078
Hnrnpf_M3,DEG,0.0096611403946523
Hnrnpf_T2,DEG,0.0805580055968658
Hnrnph2_M3,DEG,0.2871872372815734
Hnrnpk_B3,DEG,0.0842187469052517
Hnrnpk_M1,DEG,0.079648910096349
Hnrnpk_M3,DEG,0.095923951705972
Hnrnpk_T2,DEG,-0.1343896804343458
Hnrnpk_T4,DEG,-0.121028585569889
Hnrnpk_T5,DEG,-0.1582346703695793
Hnrnpll_M1,DEG,0.3370391884783751
Hnrnpm_M1,DEG,0.2082188366741243
Hnrnpu_M0,DEG,-0.5852304762852315
Hnrnpu_T2,DEG,-0.1832644755532996
Hnrnpu_T4,DEG,-0.2527280292264749
Hopx_T0,DEG,-1.09185293059401
Hpf1_B4,Signature,0.1084955578037079
Hpse_O4,Signature,0.166944107269278
Hsbp1_B3,DEG,-1.455740463008481
Hsbp1_M1,DEG,-0.6425867835045425
Hsp90aa1_B0,DEG,0.0684862586905127
Hsp90aa1_B1,DEG,0.1973731781799836
Hsp90aa1_B2,DEG,0.2231303144716856
Hsp90aa1_B3,DEG,0.2691994562157123
Hsp90aa1_B5,DEG,0.2241955502898293
Hsp90aa1_M1,DEG,0.2109572028913371
Hsp90aa1_M3,DEG,0.2204846597315407
Hsp90aa1_O10,DEG,0.4144449812321111
Hsp90aa1_T1,DEG,0.0223760964042422
Hsp90aa1_T3,DEG,0.1982902196216521
Hsp90aa1_T5,DEG,-0.1754254476148603
Hsp90ab1_B1,DEG,0.0012175632104048
Hsp90ab1_B2,DEG,0.0833115629171308
Hsp90ab1_B3,DEG,0.1382206193725534
Hsp90ab1_B5,DEG,0.123381281403932
Hsp90ab1_M0,DEG,-0.1700463235022142
Hsp90ab1_M3,DEG,-0.1509552732137036
Hsp90ab1_T1,DEG,0.0496592860603573
Hsp90ab1_T2,DEG,0.0185840547875614
Hsp90ab1_T3,DEG,0.0756520736172973
Hsp90ab1_T5,DEG,-0.1171956920758079
Hsp90ab1_T6,DEG,0.1229392477253269
Hsp90ab1_T6_1,DEG,0.0609636560751626
Hsp90b1_B0,DEG,0.0364464681948537
Hsp90b1_B1,DEG,0.1732313648331244
Hsp90b1_B3,DEG,0.1084759830729866
Hsp90b1_B7,Signature,-0.3204686058504267
Hsp90b1_M3,DEG,0.5402277504068436
Hsp90b1_O10,DEG,-0.3082834472064154
Hspa4_B1,DEG,0.3201776224548777
Hspa5_B3,DEG,0.2447764960307079
Hspa5_B4,DEG,-0.3246211814427451
Hspa5_B7,Signature,-0.4846286981094901
Hspa5_M1,DEG,0.1443220663053664
Hspa5_M2,DEG,0.0881058753038127
Hspa5_M3,DEG,0.4548293328271544
Hspa5_M4,DEG,0.1258273996931216
Hspa5_O10,DEG,0.2321731148789728
Hspa5_T2,DEG,-0.1916382459307588
Hspa8_B5,DEG,0.2328618317340937
Hspa8_M0,DEG,-0.1937033796894449
Hspa8_M3,DEG,-0.2178077842270324
Hspa8_T0,DEG,0.1568606215300214
Hspa8_T1,DEG,0.0861721469171604
Hspa8_T2,DEG,-0.1177878939520046
Hspa9_M1,DEG,0.2464159843355803
Hspa9_M3,DEG,0.6176870695979381
Hspd1_M3,DEG,-0.5482854679991744
Hspd1_T5,DEG,-0.3254379091633869
Hspe1_B5,DEG,0.313241206105767
Hspe1_M3,DEG,-0.3904039197542523
Htra1_O4,Signature,0.087201054159406
Icos_M5,Signature,0.4784327670965917
Icos_T1,Signature,0.0031508565041539
Icos_T2,DEG;Signature,0.2746625606773817
Icos_T4,DEG,0.1714036755358527
Icos_T5,DEG,0.4570297226544222
Id2_M0,DEG,-0.9515920239582878
Id2_M3,DEG,0.0294487424942649
Id2_T2,DEG;Signature,0.2654907867926538
Ier3_M0,DEG,-0.8192615854797956
Ier3_M1,DEG,0.396999265277721
Ier3_M3,DEG,1.66479548247225
Ier3_M5,DEG,-1.4056890275099978
Ier5_B3,DEG,-0.3875148323473945
Ier5_M0,DEG,-1.6621624012394258
Ifi205_M4,DEG,0.975732725935348
Ifi207_M0,DEG,-1.7210799979853864
Ifi27l2a_B4,DEG,-0.696543849278877
Ifi27l2a_T1,DEG,-1.1188688985359807
Ifi27l2a_T2,DEG;Signature,-0.3986932847686861
Ifi27l2a_T5,DEG,0.263441277154066
Ifi27l2a_T6_0,Signature,-0.7154239615490223
Ifi30_B0,DEG,-0.4368033471432307
Ifi30_B1,DEG,-0.3995350526010481
Ifi30_B2,DEG;Signature,-0.3805820733596089
Ifi30_B4,DEG,-0.5631631445923246
Ifi30_B5,DEG,-0.6928708823874374
Ifi30_M1,DEG,-0.2006177428152533
Ifi30_M3,DEG,-0.2640096398218574
Ifi44_M0,Signature,
Ifitm1_M2,DEG;Signature,-0.2799262919147464
Ifitm2_M3,DEG,-0.2661099520979622
Ifitm2_M4,DEG,0.658348611901411
Ifitm3_M0,DEG,-0.4585537481554053
Ifitm3_M2,DEG,-0.8252131823360378
Ifitm3_M3,DEG,-1.142536219834429
Ifitm3_M5,DEG,-0.7024832884521945
Ifitm3_O7,DEG,-0.5268293365199213
Ifnar1_B0,Signature,0.8895075395880935
Ifnar1_M3,DEG,0.2746029220644757
Ifnar2_B3,DEG,0.2695542255854665
Ifnar2_M3,DEG,0.4651260825838776
Ifngr1_B6_0,Signature,0.1633204534865664
Ifngr1_M4,DEG,0.5540295234926732
Ifngr1_M5,DEG,0.3005137417050498
Ifngr1_T1,DEG,0.3467825009490514
Ifngr1_T3,DEG;Signature,0.1488696952115641
Ifngr1_T5,DEG,0.3754265135366245
Ifngr1_T7,DEG,0.5922497977833311
Ifngr2_M3,DEG,0.3134143381138958
Ifngr2_M4,DEG,0.4945923462987979
Ifrd1_B3,DEG,0.556336711895151
Ifrd1_M2,DEG,0.4141531434616763
Ifrd1_O10,DEG,1.0683308588265614
Ift20_B3,DEG,-0.2258013816137455
Igfbp4_T6_0,Signature,-0.4297360589900197
Igfbp4_T6_1,Signature,0.3004595713321799
Igfbp6_O7,Signature,0.0504135187816648
Igfbp7_O7,DEG,-0.6323988649141639
Igha_B0,DEG;Ig,0.2084504798631686
Igha_B1,DEG;Ig,0.039033470331922
Igha_B2,DEG;Ig,0.256851521198705
Igha_B3,Ig,-0.0254241303737206
Igha_B4,DEG;Ig,0.7220512097025666
Igha_B5,DEG;Ig,0.2222452993220009
Igha_B6_0,Ig,0.1336613511095925
Igha_B7,Signature;Ig,0.0432965304124066
Igha_B8,Ig,0.068674309549823
Igha_M0,DEG,0.4415709964439651
Igha_M1,DEG,0.2789988803836345
Igha_M2,DEG,0.4529593486246905
Igha_M3,DEG,0.4235768845513699
Igha_M4,DEG,0.2732355455774655
Igha_M5,DEG,0.3057056340016866
Igha_M6,Signature,0.9688321124285652
Igha_O10,DEG,0.406859194051254
Igha_T1,DEG,0.234070873951108
Igha_T2,DEG,0.2348721429333461
Igha_T3,DEG,0.2260604954735982
Igha_T4,DEG,0.2129065863211155
Igha_T5,DEG,0.313417658182473
Igha_T6,DEG,0.0927690016110976
Igha_T7,DEG,0.1252380404546346
Ighd_B0,Ig,-0.0577427826670563
Ighd_B1,Ig,
Ighd_B2,Ig,-0.1730276729694322
Ighd_B3,Ig,
Ighd_B4,Ig,
Ighd_B5,DEG;Ig,-0.3077649064928892
Ighd_B6_0,Ig,
Ighd_B7,Ig,
Ighd_B8,Ig,
Ighe_B0,Ig,
Ighe_B1,Ig,
Ighe_B2,Ig,
Ighe_B3,Ig,
Ighe_B4,Ig,
Ighe_B5,Ig,
Ighe_B6_0,Ig,
Ighe_B7,Ig,
Ighe_B8,Ig,
Ighg1_B0,Ig,
Ighg1_B1,Ig,
Ighg1_B2,Ig,
Ighg1_B3,Ig,
Ighg1_B4,Ig,
Ighg1_B5,Ig,
Ighg1_B6_0,Ig,
Ighg1_B7,Ig,
Ighg1_B8,Ig,
Ighg2b_B0,Ig,
Ighg2b_B1,Ig,
Ighg2b_B2,Ig,
Ighg2b_B3,Ig,
Ighg2b_B4,Ig,
Ighg2b_B5,Ig,
Ighg2b_B6_0,Ig,
Ighg2b_B7,Ig,
Ighg2b_B8,Ig,
Ighg2c_B0,Ig,
Ighg2c_B1,Ig,
Ighg2c_B2,Ig,
Ighg2c_B3,Ig,
Ighg2c_B4,Ig,
Ighg2c_B5,Ig,
Ighg2c_B6_0,Ig,
Ighg2c_B7,Ig,
Ighg2c_B8,Ig,
Ighg3_B0,Ig,
Ighg3_B1,Ig,
Ighg3_B2,Ig,
Ighg3_B3,Ig,
Ighg3_B4,Ig,
Ighg3_B5,Ig,
Ighg3_B6_0,Ig,
Ighg3_B7,Ig,
Ighg3_B8,Ig,
Ighj1_B0,Ig,
Ighj1_B1,Ig,
Ighj1_B2,Ig,
Ighj1_B3,Ig,
Ighj1_B4,Ig,
Ighj1_B5,Ig,
Ighj1_B6_0,Ig,
Ighj1_B7,Ig,
Ighj1_B8,Ig,
Ighj2_B0,Ig,
Ighj2_B1,Ig,
Ighj2_B2,Ig,
Ighj2_B3,Ig,
Ighj2_B4,Ig,
Ighj2_B5,Ig,
Ighj2_B6_0,Ig,
Ighj2_B7,Ig,
Ighj2_B8,Ig,
Ighj3_B0,Ig,
Ighj3_B1,Ig,
Ighj3_B2,Ig,
Ighj3_B3,Ig,
Ighj3_B4,Ig,
Ighj3_B5,Ig,
Ighj3_B6_0,Ig,
Ighj3_B7,Ig,
Ighj3_B8,Ig,
Ighj4_B0,Ig,
Ighj4_B1,Ig,
Ighj4_B2,Ig,
Ighj4_B3,Ig,
Ighj4_B4,Ig,
Ighj4_B5,Ig,
Ighj4_B6_0,Ig,
Ighj4_B7,Ig,
Ighj4_B8,Ig,
Ighm_B0,Ig,-0.2033436599740166
Ighm_B1,Ig,
Ighm_B2,DEG;Signature;Ig,-0.1271795820836981
Ighm_B3,Ig,
Ighm_B4,Ig,
Ighm_B5,DEG;Ig,-0.3669844783350484
Ighm_B6_0,Ig,-0.7615425377169902
Ighm_B7,Ig,
Ighm_B8,Ig,
Ighv1-11_B0,Ig,
Ighv1-11_B1,Ig,
Ighv1-11_B2,Ig,
Ighv1-11_B3,Ig,
Ighv1-11_B4,Ig,
Ighv1-11_B5,Ig,
Ighv1-11_B6_0,Ig,
Ighv1-11_B7,Ig,
Ighv1-11_B8,Ig,
Ighv1-12_B0,Ig,
Ighv1-12_B1,Ig,
Ighv1-12_B2,Ig,
Ighv1-12_B3,Ig,
Ighv1-12_B4,Ig,
Ighv1-12_B5,Ig,
Ighv1-12_B6_0,Ig,
Ighv1-12_B7,Ig,
Ighv1-12_B8,Ig,
Ighv1-14_B0,Ig,
Ighv1-14_B1,Ig,
Ighv1-14_B2,Ig,
Ighv1-14_B3,Ig,
Ighv1-14_B4,Ig,
Ighv1-14_B5,Ig,
Ighv1-14_B6_0,Ig,
Ighv1-14_B7,Ig,
Ighv1-14_B8,Ig,
Ighv1-15_B0,Ig,
Ighv1-15_B1,Ig,
Ighv1-15_B2,Ig,
Ighv1-15_B3,Ig,
Ighv1-15_B4,Ig,
Ighv1-15_B5,Ig,
Ighv1-15_B6_0,Ig,
Ighv1-15_B7,Ig,
Ighv1-15_B8,Ig,
Ighv1-18_B0,Ig,
Ighv1-18_B1,Ig,
Ighv1-18_B2,Ig,
Ighv1-18_B3,Ig,
Ighv1-18_B4,Ig,
Ighv1-18_B5,Ig,
Ighv1-18_B6_0,Ig,
Ighv1-18_B7,Ig,
Ighv1-18_B8,Ig,
Ighv1-19_B0,Ig,
Ighv1-19_B1,Ig,
Ighv1-19_B2,Ig,
Ighv1-19_B3,Ig,
Ighv1-19_B4,Ig,
Ighv1-19_B5,Ig,
Ighv1-19_B6_0,Ig,
Ighv1-19_B7,Ig,
Ighv1-19_B8,Ig,
Ighv1-20_B0,Ig,
Ighv1-20_B1,Ig,
Ighv1-20_B2,Ig,
Ighv1-20_B3,Ig,
Ighv1-20_B4,Ig,
Ighv1-20_B5,Ig,
Ighv1-20_B6_0,Ig,
Ighv1-20_B7,Ig,
Ighv1-20_B8,Ig,
Ighv1-21_B0,Ig,
Ighv1-21_B1,Ig,
Ighv1-21_B2,Ig,
Ighv1-21_B3,Ig,
Ighv1-21_B4,Ig,
Ighv1-21_B5,Ig,
Ighv1-21_B6_0,Ig,
Ighv1-21_B7,Ig,
Ighv1-21_B8,Ig,
Ighv1-22_B0,Ig,
Ighv1-22_B1,Ig,
Ighv1-22_B2,Ig,
Ighv1-22_B3,Ig,
Ighv1-22_B4,Ig,
Ighv1-22_B5,Ig,
Ighv1-22_B6_0,Ig,
Ighv1-22_B7,Ig,
Ighv1-22_B8,Ig,
Ighv1-25_B0,Ig,
Ighv1-25_B1,Ig,
Ighv1-25_B2,Ig,
Ighv1-25_B3,Ig,
Ighv1-25_B4,Ig,
Ighv1-25_B5,Ig,
Ighv1-25_B6_0,Ig,
Ighv1-25_B7,Ig,
Ighv1-25_B8,Ig,
Ighv1-26_B0,Ig,
Ighv1-26_B1,Ig,
Ighv1-26_B2,Ig,
Ighv1-26_B3,Ig,
Ighv1-26_B4,Ig,
Ighv1-26_B5,Ig,
Ighv1-26_B6_0,Ig,
Ighv1-26_B7,Ig,
Ighv1-26_B8,Ig,
Ighv1-28_B0,Ig,
Ighv1-28_B1,Ig,
Ighv1-28_B2,Ig,
Ighv1-28_B3,Ig,
Ighv1-28_B4,Ig,
Ighv1-28_B5,Ig,
Ighv1-28_B6_0,Ig,
Ighv1-28_B7,Ig,
Ighv1-28_B8,Ig,
Ighv1-2_B0,Ig,
Ighv1-2_B1,Ig,
Ighv1-2_B2,Ig,
Ighv1-2_B3,Ig,
Ighv1-2_B4,Ig,
Ighv1-2_B5,Ig,
Ighv1-2_B6_0,Ig,
Ighv1-2_B7,Ig,
Ighv1-2_B8,Ig,
Ighv1-30_B0,Ig,
Ighv1-30_B1,Ig,
Ighv1-30_B2,Ig,
Ighv1-30_B3,Ig,
Ighv1-30_B4,Ig,
Ighv1-30_B5,Ig,
Ighv1-30_B6_0,Ig,
Ighv1-30_B7,Ig,
Ighv1-30_B8,Ig,
Ighv1-31_B0,Ig,
Ighv1-31_B1,Ig,
Ighv1-31_B2,Ig,
Ighv1-31_B3,Ig,
Ighv1-31_B4,Ig,
Ighv1-31_B5,Ig,
Ighv1-31_B6_0,Ig,
Ighv1-31_B7,Ig,
Ighv1-31_B8,Ig,
Ighv1-33_B0,Ig,
Ighv1-33_B1,Ig,
Ighv1-33_B2,Ig,
Ighv1-33_B3,Ig,
Ighv1-33_B4,Ig,
Ighv1-33_B5,Ig,
Ighv1-33_B6_0,Ig,
Ighv1-33_B7,Ig,
Ighv1-33_B8,Ig,
Ighv1-34_B0,Ig,
Ighv1-34_B1,Ig,
Ighv1-34_B2,Ig,
Ighv1-34_B3,Ig,
Ighv1-34_B4,Ig,
Ighv1-34_B5,Ig,
Ighv1-34_B6_0,Ig,
Ighv1-34_B7,Ig,
Ighv1-34_B8,Ig,
Ighv1-36_B0,Ig,
Ighv1-36_B1,Ig,
Ighv1-36_B2,Ig,
Ighv1-36_B3,Ig,
Ighv1-36_B4,Ig,
Ighv1-36_B5,Ig,
Ighv1-36_B6_0,Ig,
Ighv1-36_B7,Ig,
Ighv1-36_B8,Ig,
Ighv1-37_B0,Ig,
Ighv1-37_B1,Ig,
Ighv1-37_B2,Ig,
Ighv1-37_B3,Ig,
Ighv1-37_B4,Ig,
Ighv1-37_B5,Ig,
Ighv1-37_B6_0,Ig,
Ighv1-37_B7,Ig,
Ighv1-37_B8,Ig,
Ighv1-38_B0,Ig,
Ighv1-38_B1,Ig,
Ighv1-38_B2,Ig,
Ighv1-38_B3,Ig,
Ighv1-38_B4,Ig,
Ighv1-38_B5,Ig,
Ighv1-38_B6_0,Ig,
Ighv1-38_B7,Ig,
Ighv1-38_B8,Ig,
Ighv1-39_B0,Ig,
Ighv1-39_B1,Ig,
Ighv1-39_B2,Ig,
Ighv1-39_B3,Ig,
Ighv1-39_B4,Ig,
Ighv1-39_B5,Ig,
Ighv1-39_B6_0,Ig,
Ighv1-39_B7,Ig,
Ighv1-39_B8,Ig,
Ighv1-42_B0,Ig,
Ighv1-42_B1,Ig,
Ighv1-42_B2,Ig,
Ighv1-42_B3,Ig,
Ighv1-42_B4,Ig,
Ighv1-42_B5,Ig,
Ighv1-42_B6_0,Ig,
Ighv1-42_B7,Ig,
Ighv1-42_B8,Ig,
Ighv1-43_B0,Ig,
Ighv1-43_B1,Ig,
Ighv1-43_B2,Ig,
Ighv1-43_B3,Ig,
Ighv1-43_B4,Ig,
Ighv1-43_B5,Ig,
Ighv1-43_B6_0,Ig,
Ighv1-43_B7,Ig,
Ighv1-43_B8,Ig,
Ighv1-47_B0,Ig,
Ighv1-47_B1,Ig,
Ighv1-47_B2,Ig,
Ighv1-47_B3,Ig,
Ighv1-47_B4,Ig,
Ighv1-47_B5,Ig,
Ighv1-47_B6_0,Ig,
Ighv1-47_B7,Ig,
Ighv1-47_B8,Ig,
Ighv1-4_B0,Ig,
Ighv1-4_B1,Ig,
Ighv1-4_B2,Ig,
Ighv1-4_B3,Ig,
Ighv1-4_B4,Ig,
Ighv1-4_B5,Ig,
Ighv1-4_B6_0,Ig,
Ighv1-4_B7,Ig,
Ighv1-4_B8,Ig,
Ighv1-50_B0,Ig,
Ighv1-50_B1,Ig,
Ighv1-50_B2,Ig,
Ighv1-50_B3,Ig,
Ighv1-50_B4,Ig,
Ighv1-50_B5,Ig,
Ighv1-50_B6_0,Ig,
Ighv1-50_B7,Ig,
Ighv1-50_B8,Ig,
Ighv1-52_B0,Ig,
Ighv1-52_B1,Ig,
Ighv1-52_B2,Ig,
Ighv1-52_B3,Ig,
Ighv1-52_B4,Ig,
Ighv1-52_B5,Ig,
Ighv1-52_B6_0,Ig,
Ighv1-52_B7,Ig,
Ighv1-52_B8,Ig,
Ighv1-53_B0,Ig,
Ighv1-53_B1,Ig,
Ighv1-53_B2,Ig,
Ighv1-53_B3,Ig,
Ighv1-53_B4,Ig,
Ighv1-53_B5,Ig,
Ighv1-53_B6_0,Ig,
Ighv1-53_B7,Ig,
Ighv1-53_B8,Ig,
Ighv1-54_B0,Ig,
Ighv1-54_B1,Ig,
Ighv1-54_B2,Ig,
Ighv1-54_B3,Ig,
Ighv1-54_B4,Ig,
Ighv1-54_B5,Ig,
Ighv1-54_B6_0,Ig,
Ighv1-54_B7,Ig,
Ighv1-54_B8,Ig,
Ighv1-55_B0,Ig,
Ighv1-55_B1,Ig,
Ighv1-55_B2,Ig,
Ighv1-55_B3,Ig,
Ighv1-55_B4,Ig,
Ighv1-55_B5,Ig,
Ighv1-55_B6_0,Ig,
Ighv1-55_B7,Ig,
Ighv1-55_B8,Ig,
Ighv1-56_B0,Ig,
Ighv1-56_B1,Ig,
Ighv1-56_B2,Ig,
Ighv1-56_B3,Ig,
Ighv1-56_B4,Ig,
Ighv1-56_B5,Ig,
Ighv1-56_B6_0,Ig,
Ighv1-56_B7,Ig,
Ighv1-56_B8,Ig,
Ighv1-59_B0,Ig,
Ighv1-59_B1,Ig,
Ighv1-59_B2,Ig,
Ighv1-59_B3,Ig,
Ighv1-59_B4,Ig,
Ighv1-59_B5,Ig,
Ighv1-59_B6_0,Ig,
Ighv1-59_B7,Ig,
Ighv1-59_B8,Ig,
Ighv1-5_B0,Ig,
Ighv1-5_B1,Ig,
Ighv1-5_B2,Ig,
Ighv1-5_B3,Ig,
Ighv1-5_B4,Ig,
Ighv1-5_B5,Ig,
Ighv1-5_B6_0,Ig,
Ighv1-5_B7,Ig,
Ighv1-5_B8,Ig,
Ighv1-61_B0,Ig,
Ighv1-61_B1,Ig,
Ighv1-61_B2,Ig,
Ighv1-61_B3,Ig,
Ighv1-61_B4,Ig,
Ighv1-61_B5,Ig,
Ighv1-61_B6_0,Ig,
Ighv1-61_B7,Ig,
Ighv1-61_B8,Ig,
Ighv1-62-1_B0,Ig,
Ighv1-62-1_B1,Ig,
Ighv1-62-1_B2,Ig,
Ighv1-62-1_B3,Ig,
Ighv1-62-1_B4,Ig,
Ighv1-62-1_B5,Ig,
Ighv1-62-1_B6_0,Ig,
Ighv1-62-1_B7,Ig,
Ighv1-62-1_B8,Ig,
Ighv1-62-3_B0,Ig,
Ighv1-62-3_B1,Ig,
Ighv1-62-3_B2,Ig,
Ighv1-62-3_B3,Ig,
Ighv1-62-3_B4,Ig,
Ighv1-62-3_B5,Ig,
Ighv1-62-3_B6_0,Ig,
Ighv1-62-3_B7,Ig,
Ighv1-62-3_B8,Ig,
Ighv1-62_B0,Ig,
Ighv1-62_B1,Ig,
Ighv1-62_B2,Ig,
Ighv1-62_B3,Ig,
Ighv1-62_B4,Ig,
Ighv1-62_B5,Ig,
Ighv1-62_B6_0,Ig,
Ighv1-62_B7,Ig,
Ighv1-62_B8,Ig,
Ighv1-63_B0,Ig,
Ighv1-63_B1,Ig,
Ighv1-63_B2,Ig,
Ighv1-63_B3,Ig,
Ighv1-63_B4,Ig,
Ighv1-63_B5,Ig,
Ighv1-63_B6_0,Ig,
Ighv1-63_B7,Ig,
Ighv1-63_B8,Ig,
Ighv1-64_B0,Ig,
Ighv1-64_B1,Ig,
Ighv1-64_B2,Ig,
Ighv1-64_B3,Ig,
Ighv1-64_B4,Ig,
Ighv1-64_B5,Ig,
Ighv1-64_B6_0,Ig,
Ighv1-64_B7,Ig,
Ighv1-64_B8,Ig,
Ighv1-66_B0,Ig,
Ighv1-66_B1,Ig,
Ighv1-66_B2,Ig,
Ighv1-66_B3,Ig,
Ighv1-66_B4,Ig,
Ighv1-66_B5,Ig,
Ighv1-66_B6_0,Ig,
Ighv1-66_B7,Ig,
Ighv1-66_B8,Ig,
Ighv1-67_B0,Ig,
Ighv1-67_B1,Ig,
Ighv1-67_B2,Ig,
Ighv1-67_B3,Ig,
Ighv1-67_B4,Ig,
Ighv1-67_B5,Ig,
Ighv1-67_B6_0,Ig,
Ighv1-67_B7,Ig,
Ighv1-67_B8,Ig,
Ighv1-69_B0,Ig,
Ighv1-69_B1,Ig,
Ighv1-69_B2,Ig,
Ighv1-69_B3,Ig,
Ighv1-69_B4,Ig,
Ighv1-69_B5,Ig,
Ighv1-69_B6_0,Ig,
Ighv1-69_B7,Ig,
Ighv1-69_B8,Ig,
Ighv1-72_B0,Ig,
Ighv1-72_B1,Ig,
Ighv1-72_B2,Ig,
Ighv1-72_B3,Ig,
Ighv1-72_B4,Ig,
Ighv1-72_B5,Ig,
Ighv1-72_B6_0,Ig,
Ighv1-72_B7,Ig,
Ighv1-72_B8,Ig,
Ighv1-73_B0,Ig,
Ighv1-73_B1,Ig,
Ighv1-73_B2,Ig,
Ighv1-73_B3,Ig,
Ighv1-73_B4,Ig,
Ighv1-73_B5,Ig,
Ighv1-73_B6_0,Ig,
Ighv1-73_B7,Ig,
Ighv1-73_B8,Ig,
Ighv1-74_B0,Ig,
Ighv1-74_B1,Ig,
Ighv1-74_B2,Ig,
Ighv1-74_B3,Ig,
Ighv1-74_B4,Ig,
Ighv1-74_B5,Ig,
Ighv1-74_B6_0,Ig,
Ighv1-74_B7,Ig,
Ighv1-74_B8,Ig,
Ighv1-76_B0,Ig,
Ighv1-76_B1,Ig,
Ighv1-76_B2,Ig,
Ighv1-76_B3,Ig,
Ighv1-76_B4,Ig,
Ighv1-76_B5,Ig,
Ighv1-76_B6_0,Ig,
Ighv1-76_B7,Ig,
Ighv1-76_B8,Ig,
Ighv1-77_B0,Ig,
Ighv1-77_B1,Ig,
Ighv1-77_B2,Ig,
Ighv1-77_B3,Ig,
Ighv1-77_B4,Ig,
Ighv1-77_B5,Ig,
Ighv1-77_B6_0,Ig,
Ighv1-77_B7,Ig,
Ighv1-77_B8,Ig,
Ighv1-78_B0,Ig,
Ighv1-78_B1,Ig,
Ighv1-78_B2,Ig,
Ighv1-78_B3,Ig,
Ighv1-78_B4,Ig,
Ighv1-78_B5,Ig,
Ighv1-78_B6_0,Ig,
Ighv1-78_B7,Ig,
Ighv1-78_B8,Ig,
Ighv1-7_B0,Ig,
Ighv1-7_B1,Ig,
Ighv1-7_B2,Ig,
Ighv1-7_B3,Ig,
Ighv1-7_B4,Ig,
Ighv1-7_B5,Ig,
Ighv1-7_B6_0,Ig,
Ighv1-7_B7,Ig,
Ighv1-7_B8,Ig,
Ighv1-80_B0,Ig,
Ighv1-80_B1,Ig,
Ighv1-80_B2,Ig,
Ighv1-80_B3,Ig,
Ighv1-80_B4,Ig,
Ighv1-80_B5,Ig,
Ighv1-80_B6_0,Ig,
Ighv1-80_B7,Ig,
Ighv1-80_B8,Ig,
Ighv1-81_B0,Ig,
Ighv1-81_B1,Ig,
Ighv1-81_B2,Ig,
Ighv1-81_B3,Ig,
Ighv1-81_B4,Ig,
Ighv1-81_B5,Ig,
Ighv1-81_B6_0,Ig,
Ighv1-81_B7,Ig,
Ighv1-81_B8,Ig,
Ighv1-82_B0,Ig,
Ighv1-82_B1,Ig,
Ighv1-82_B2,Ig,
Ighv1-82_B3,Ig,
Ighv1-82_B4,Ig,
Ighv1-82_B5,Ig,
Ighv1-82_B6_0,Ig,
Ighv1-82_B7,Ig,
Ighv1-82_B8,Ig,
Ighv1-83_B0,Ig,
Ighv1-83_B1,Ig,
Ighv1-83_B2,Ig,
Ighv1-83_B3,Ig,
Ighv1-83_B4,Ig,
Ighv1-83_B5,Ig,
Ighv1-83_B6_0,Ig,
Ighv1-83_B7,Ig,
Ighv1-83_B8,Ig,
Ighv1-84_B0,Ig,
Ighv1-84_B1,Ig,
Ighv1-84_B2,Ig,
Ighv1-84_B3,Ig,
Ighv1-84_B4,Ig,
Ighv1-84_B5,Ig,
Ighv1-84_B6_0,Ig,
Ighv1-84_B7,Ig,
Ighv1-84_B8,Ig,
Ighv1-85_B0,Ig,
Ighv1-85_B1,Ig,
Ighv1-85_B2,Ig,
Ighv1-85_B3,Ig,
Ighv1-85_B4,Ig,
Ighv1-85_B5,Ig,
Ighv1-85_B6_0,Ig,
