gene_cell,source,log2fc_median_TLS
Rps7_T3,DEG,-0.039396996839181
Rps7_T5,DEG,-0.0553299035812663
Rps7_T6_1,Signature,0.0095646489543825
Rps8_M3,DEG,-0.1819586946211209
Rps8_M4,DEG,0.027522518040544
Rps8_M5,DEG,0.0890026144475283
Rps8_T1,DEG,-0.0564650541691783
Rps8_T2,DEG,-0.0498128926239121
Rps8_T3,DEG,-0.0244687781590612
Rps8_T5,DEG,-0.1169807723008523
Rps8_T6,DEG,0.0383453699936181
Rps8_T6_1,Signature,0.0343630600816889
Rps9_M3,DEG,-0.1538645951131474
Rps9_T1,DEG,-0.0564892940150486
Rps9_T2,DEG,-0.0950978532224984
Rps9_T5,DEG,-0.0538642580239655
Rpsa_B1,DEG,-0.0480605072793456
Rpsa_B2,DEG,-0.0262389373496617
Rpsa_M3,DEG,-0.3254043425607873
Rpsa_M5,DEG,0.0655921079251445
Rpsa_T1,DEG,-0.0730861115167539
Rpsa_T2,DEG,-0.1216495233261664
Rpsa_T5,DEG,-0.0642694857860976
Rrbp1_B7,Signature,-0.7830935640060135
Rrbp1_M0,DEG,-0.5700935812607004
Rrbp1_M1,DEG,-0.5019756650708962
Rrbp1_M3,DEG,0.0188638624939422
Rrbp1_M4,DEG,-0.44383163426004
Rrbp1_M5,DEG,-0.7871632095995984
Rrm2_T5,Signature,-0.4138811572106734
Rsbn1l_T2,DEG,-1.2260185109926345
Rsbn1l_T3,DEG,-1.2622387270770288
Rsl1d1_T5,DEG,-0.4027223306104874
Rsrc2_B3,DEG,0.2753199451755321
Rsrc2_M3,DEG,-0.3649246862170469
Rsrc2_T4,DEG,-0.2511307093202282
Rsrp1_B3,DEG,0.2773678655539442
Rtcb_B4,DEG,-3.152418060900445
Rtcb_M4,DEG,-0.3926990020420625
Rtn4_M1,DEG,0.1946158487848243
Rtn4_M3,DEG,0.4095002260224643
Rtp4_M2,Signature,
Rtraf_M3,DEG,-0.9605642945855886
Rtraf_M4,DEG,-0.1705081837576675
Runx1_M3,DEG,1.0160128327945044
Runx1_M4,DEG,0.5411140480873559
Runx3_B1,Signature,0.1660673926762911
Runx3_M1,DEG,0.1511602419272642
Runx3_M3,DEG,0.1918920913679945
Runx3_M4,DEG,0.1775721611812401
Runx3_M5,DEG,0.505304368689809
Runx3_T5,DEG,0.3938397280760873
Runx3_T7,DEG,0.0415602857176363
Rwdd1_T4,DEG,-0.2908632498535157
S100a10_B1,DEG;Signature,0.0999207493096068
S100a10_B3,DEG,1.5839099163518622
S100a10_T1,DEG,0.1599599325712637
S100a10_T2,DEG,0.2125649444483511
S100a11_B1,DEG;Signature,0.308873396104462
S100a11_B3,DEG,1.364047186463738
S100a11_M1,DEG,0.5011494329700275
S100a11_M3,DEG,-1.1726848927527864
S100a11_M4,DEG,0.3035617999654031
S100a11_M7,DEG,0.5314381546627482
S100a11_T1,DEG,0.0415048950206127
S100a11_T2,DEG,0.16097084618767
S100a4_M3,Signature,
S100a4_M5,DEG,1.0955766588465845
S100a4_T2,DEG,2.454120509549345
S100a4_T4,DEG;Signature,0.0484985103985
S100a4_T5,DEG,0.3599111730691282
S100a4_T7,DEG,-0.3635266251500891
S100a6_M0,DEG,1.0358849487483948
S100a6_M1,DEG,0.9860937466534392
S100a6_M3,DEG,-0.8170545826934594
S100a6_M5,DEG,0.9864007326938868
S100a6_O13,DEG,1.0530557084432104
S100a6_T4,DEG;Signature,-0.1314078596730457
S100a6_T5,DEG,1.5905488927543974
S100a9_M2,DEG;Signature,-0.272598839213396
S1pr1_O10,Signature,0.0373972838899067
S1pr1_T6,Signature,-0.1214630618966502
S1pr1_T6_0,Signature,-0.0290127114128835
S1pr1_T6_2,Signature,0.0842991574286166
S1pr1_T6_3,Signature,-0.6206677922680608
Saa3_M0,Signature,
Samhd1_B2,Signature,
Samhd1_M0,DEG,-1.0088975583133737
Samhd1_M1,DEG,-0.5564650833984524
Samhd1_M2,DEG,-0.5572902456785049
Samhd1_M3,DEG,-0.9999248907732684
Samhd1_M4,DEG,-1.0942165390567826
Samhd1_M5,DEG,-0.9617452581241244
Samhd1_T6,Signature,
Samsn1_B5,Signature,0.020103055464903
Samsn1_M5,DEG,0.7740445564523815
Samsn1_M6,Signature,0.0249267574460602
Samsn1_T2,Signature,-0.1872402119318429
Samsn1_T5,DEG,0.8687165531918564
Samsn1_T7,DEG,0.3092221511335583
Sar1a_M3,DEG,-1.4012679518467903
Saraf_T1,DEG,0.1793156842415733
Saraf_T2,DEG,0.5293226912160751
Saraf_T3,DEG,0.2497346217834595
Saraf_T5,DEG,0.4557520112368592
Sars_B3,DEG,0.4168258003325431
Sat1_B1,DEG,-0.2131361554411347
Sat1_M2,DEG,-0.312772994771319
Sat1_M3,DEG,0.607684891851773
Satb1_B0,Signature,0.0287226350980237
Satb1_B5,Signature,-0.0155927018632488
Satb1_M5,Signature,-0.5062767363946161
Satb1_T0,DEG;Signature,-0.5970834237490263
Satb1_T1,DEG,-0.4061559056888045
Satb1_T3,DEG,-0.6457612048201016
Satb1_T5,DEG,-0.86075283615978
Satb1_T6_1,DEG,0.0717677932453983
Scaf11_B1,DEG,-0.1455649955866247
Scaf11_B4,DEG,0.1101103547631305
Scand1_B1,DEG,-0.6527205450206955
Scand1_B3,DEG,-0.3125899193280096
Scand1_M0,DEG,-0.5493004169195543
Scand1_M1,DEG,-0.2734523706491431
Scand1_M3,DEG,-0.4633484987276247
Scand1_M4,DEG,-0.2448510711422586
Scand1_M5,DEG,-0.535095641003297
Scara5_O7,Signature,
Scd1_B0,Signature,0.0573440585227114
Scd1_B2,Signature,0.013084027527236
Scimp_B4,Signature,0.0115739074405608
Scn7a_O7,Signature,0.1755103443879795
Scp2_M3,DEG,0.0892507966211878
Scpep1_M3,DEG,0.0555735255839343
Sdad1_M4,DEG;Signature,-0.5395432768641604
Sdc1_B3,DEG;Signature,0.2708629582394508
Sdc4_B3,DEG,-0.3319938670894026
Sdc4_M1,DEG,0.1786732804062268
Sdc4_M5,DEG,-0.9860295151829176
Sdc4_T7,Signature,-0.0959682516596966
Sdcbp_M1,DEG,0.0755524556784979
Sdcbp_M3,DEG,0.6897014901790672
Sdcbp_O13,DEG,-1.316047982287257
Sdf2l1_B3,Signature,0.0524996116153864
Sdf2l1_M4,DEG,-0.5986357856042529
Sdf2l1_T5,DEG,-2.445074324299496
Sdf4_B3,DEG,-0.2663901568869007
Sdf4_T0,DEG,-3.2635583408457034
Sdf4_T2,DEG,-0.360402384166986
Sdf4_T5,DEG,-0.2748476460599609
Sdhb_M4,DEG,-0.7586326692721037
Sdhb_M5,DEG,-2.888944828866533
Sec11c_B1,DEG,-0.2762398376054107
Sec11c_M3,DEG,-0.5852416872000783
Sec11c_T4,DEG,-0.3421893059527697
Sec11c_T5,DEG,0.2027881438885962
Sec11c_T7,DEG,-0.2570554727271887
Sec61b_B1,DEG,-0.2544498734420988
Sec61b_B3,DEG,0.0381056568650454
Sec61b_M3,DEG,-0.3129438006339701
Sec61b_M5,DEG,0.5039431014290084
Sec61b_T0,DEG,-0.3898950061940381
Sec61b_T3,DEG,-0.2498683872736857
Sec61b_T4,DEG,-0.3082064967153496
Sec61b_T5,DEG,-0.1872654555823943
Sec61g_B3,DEG,0.1144866905566537
Sec61g_M3,DEG,-0.2013065601204422
Sec61g_T0,DEG,-0.206083335281507
Sec61g_T2,DEG,-0.176358227226879
Sec61g_T4,DEG,-0.2859409414061576
Sec61g_T5,DEG,-0.1528331279565442
Sec62_B1,DEG,0.213697633733092
Sec62_T2,DEG,0.2893406057913573
Sec62_T5,DEG,0.2153109866611225
Sel1l_B3,DEG,0.1441223107006711
Selenof_B3,DEG,0.1317389522094148
Selenof_B4,DEG,-0.3289598002784887
Selenof_M0,DEG,-2.225002684273883
Selenof_M1,DEG,-0.2473727112808462
Selenof_M4,DEG,-0.2640586913789174
Selenoh_B4,Signature,-0.5487103096262607
Selenok_B3,DEG,0.0738812842393228
Selenok_M0,DEG,-0.2922392544230131
Selenok_M2,DEG,0.1890980906875875
Selenok_T1,DEG,0.0796062023175845
Selenok_T2,DEG,0.0706401320237082
Selenok_T3,DEG,0.1102892872028518
Selenok_T7,DEG,0.0600707170990424
Selenop_M0,DEG,-3.11255885257261
Selenop_M1,Signature,-0.31115214884653
Selenop_T4,DEG;Signature,-0.2897341513434978
Selenos_B3,DEG,0.0354915438209328
Selenos_T5,DEG,-0.5497919111137992
Selenot_M4,DEG,-1.6278275114037188
Selenow_B1,DEG,-0.1817331555370144
Selenow_B5,DEG,-0.2089240617478893
Selenow_M0,DEG,-0.5119718808444839
Selenow_M4,DEG,-0.4573671824798531
Selenow_T1,DEG,-0.2486150295635615
Selenow_T2,DEG,0.1208457393776677
Selenow_T3,DEG,-0.3167279840347269
Selenow_T4,DEG,0.0184033050200065
Selenow_T5,DEG,0.2697119451562627
Sell_M2,Signature,
Sell_T6_2,Signature,
Sell_T6_3,Signature,-0.7446112327734714
Selplg_M4,DEG,-0.6504629695746589
Selplg_T3,Signature,0.0478787738046364
Sem1_B3,DEG,0.0738459656421482
Sem1_M1,DEG,0.0995630163605435
Sem1_M2,DEG,0.2416889396404181
Sem1_M3,DEG,0.0441364663762214
Sema3c_O7,Signature,1.4073078147722275
Sema4d_M3,DEG,0.4166037770186226
Sema7a_M3,Signature,
Sept1_M5,DEG;Signature,-0.540470510533464
Sept1_T1,DEG,-0.3513006791599179
Sept1_T2,DEG,-0.2252644214427368
Sept1_T3,DEG,-0.3020223831784699
Sept1_T4,DEG,-0.2308988320686231
Sept1_T5,DEG,-0.1893543854115968
Sept3_M4,DEG;Signature,-2.3234604211683543
Sept4_O13,Signature,0.4550454870109484
Sept6_M4,Signature,-0.1183655085314784
Sept7_B1,DEG,0.1628672777615644
Sept7_B5,DEG,0.151991251039968
Sept7_T1,DEG,-0.2086638168079644
Sept7_T2,DEG,-0.4287143058083864
Sept7_T4,DEG,-0.2753655748545091
Serbp1_B3,DEG,0.0158139100293116
Serbp1_B5,DEG,0.0826064859275555
Serbp1_M3,DEG,-0.2496923426687115
Serbp1_T1,DEG,-0.0941761392586788
Serbp1_T2,DEG,-0.1669117339256074
Serbp1_T4,DEG,-0.1481690812781892
Serbp1_T5,DEG,-0.2551167554932579
Serbp1_T6_1,DEG,0.2640328457182193
Serf2_B2,DEG,0.0459219982917658
Serf2_B3,DEG,0.1431102980609415
Serf2_M2,DEG,0.1221314777262295
Serf2_M3,DEG,-0.1846155489452739
Serf2_T3,DEG,-0.1535054575107806
Serf2_T4,DEG,-0.0680093727698828
Serf2_T7,DEG,-0.2193720212998381
Serinc1_M3,DEG,0.2322089653196407
Serinc3_M3,DEG,1.4152362939601737
Serp1_B1,DEG,-0.2517627866234435
Serp1_B5,DEG,-0.2728352239153248
Serp1_M3,DEG,0.4726575984357909
Serp1_T5,DEG,-0.6436266203413217
Serp1_T6_3,Signature,-0.4119921687095383
Serp1_T8,Signature,0.3390948953678699
Serpina3n_O4,Signature,-0.3276935066218819
Serpinb1a_T4,Signature,
Serpinb2_M6,Signature,
Serpinb6b_M3,Signature,
Serpinb6b_M4,Signature,-0.1939424361834228
Serpinb9_M3,Signature,
Serpinf1_O7,Signature,
Serpinh1_O13,DEG,0.1477369365678988
Sesn3_T0,Signature,-0.9113397448253682
Set_B1,DEG,0.1498380739160672
Set_B3,DEG,0.082040146963877
Set_B5,DEG,0.285145499492878
Set_M3,DEG,-0.5738705632273668
Set_M4,DEG,-0.257699551790955
Set_T2,DEG,-0.4222254231950406
Set_T5,DEG,-0.2059284336645234
Sf3b1_B1,DEG,-0.1434006706074681
Sf3b1_B4,DEG,-0.1079775455475025
Sf3b1_M2,DEG,0.8524201313929172
Sf3b1_M3,DEG,-0.3298451947278009
Sf3b1_T2,DEG,-0.1252640672245706
Sf3b2_M4,DEG,-0.6619009646114473
Sf3b3_B4,DEG,-0.6468178927538654
Sf3b6_B1,DEG,0.2484121287679243
Sf3b6_B3,DEG,0.1780492418727215
Sf3b6_M3,DEG,-0.5194328159390716
Sfpq_B1,DEG,0.1622501708694483
Sfpq_M1,DEG,0.3500825517996189
Sfpq_M3,DEG,0.203958448480265
Sfpq_M5,DEG,0.6455771775901342
Sfpq_T1,DEG;Signature,0.4371755191169526
Sfpq_T2,DEG,0.7800384496359136
Sfpq_T3,DEG,0.3243778984666323
Sfpq_T5,DEG,0.2596848617350876
Sfpq_T7,DEG,0.4786392199407595
Sfr1_B3,DEG,0.3086371092947554
Sfrp1_O4,Signature,-0.2951592273918423
Sfrp1_O7,DEG,-0.524821417447624
Sgpl1_M3,DEG,1.0661779556704616
Sh2d2a_T3,Signature,0.1389727587560708
Sh3bgr_M7,Signature,0.2657905041210631
Sh3bgrl3_B1,DEG,0.5049308467828727
Sh3bgrl3_B2,DEG,0.8136803842407708
Sh3bgrl3_B3,DEG,1.1584849443032237
Sh3bgrl3_B4,DEG,0.3651471411629944
Sh3bgrl3_B5,DEG,0.586436113664043
Sh3bgrl3_M0,DEG,0.3197874627786565
Sh3bgrl3_M1,DEG,0.5696745530324556
Sh3bgrl3_M2,DEG,0.4006737214991897
Sh3bgrl3_M3,DEG,0.0985371556464295
Sh3bgrl3_M4,DEG,0.3956115702906562
Sh3bgrl3_M5,DEG,0.2865741321708433
Sh3bgrl3_M7,DEG,0.4150718712377387
Sh3bgrl3_T0,DEG,0.1187853480816745
Sh3bgrl3_T1,DEG,0.0791752777060312
Sh3bgrl3_T2,DEG,0.3326702548924605
Sh3bgrl3_T4,DEG,0.044417941365606
Sh3bgrl3_T7,DEG,0.1165472696842319
Sh3bgrl_M3,DEG,-0.231206169842519
Sh3bgrl_O10,DEG,-2.169088420600664
Sh3bp1_M4,DEG,-0.7972658486755797
Sh3glb1_B1,DEG,-0.1785556335663172
Sh3glb1_B3,DEG,0.1129941866789328
Sh3glb1_M3,DEG,0.1129868814845436
Sh3pxd2b_M4,DEG,0.7270812485472639
Shcbp1_B8,Signature,-0.7357140234912832
Shisa5_B1,DEG,-0.2886299378672597
Shisa5_B2,DEG;Signature,-0.1805329685777493
Shisa5_B3,DEG,0.0982364203378284
Shisa5_B4,DEG,-3.417607242381375
Shisa5_B5,DEG,-0.4204277655256362
Shisa5_M5,DEG,-0.4573501209224769
Shisa5_T0,DEG,-0.2538559514150758
Shisa5_T1,DEG,-0.2751068114564765
Shisa5_T2,DEG;Signature,-0.1848840378408626
Shisa5_T3,DEG,-0.357368610991567
Shisa5_T5,DEG,-0.2615110830071029
Shisa5_T6,DEG,-0.303530908040205
Shisa5_T7,DEG,-0.2817136755601139
Shtn1_M4,DEG,-0.7834589770033105
Siglech_M7,Signature,-0.0622290467612864
Sik1_B3,DEG,-1.558136116604028
Sirpa_M0,DEG,-0.3257317837078622
Sirpa_M1,DEG,-0.3928496826906219
Sirpa_M3,DEG,1.0887910296609364
Sirpa_M5,DEG,-1.3057425667664757
Skap1_B6_0,Signature,
Skap1_M5,Signature,-1.8022849703756485
Skap1_T0,DEG,-0.4888832225599766
Skap1_T1,DEG,-0.5645604056026776
Skap1_T2,DEG,-2.9396297221325325
Skap1_T3,DEG,-0.3443870833260837
Skap1_T5,DEG,-0.3359253646188951
Skap2_M0,DEG,-1.9551683539057385
Skap2_M1,DEG,-0.6413818767327992
Skap2_M3,DEG,-1.0055633642236326
Skap2_M4,DEG,-0.5536455016711634
Skap2_M5,DEG,-1.2002271556378878
Skil_M0,DEG,-2.0085724265825764
Skil_M4,DEG,-0.5266860063497715
Sla2_M7,Signature,0.1685506040281065
Slc11a1_M1,DEG,-0.6103386286896035
Slc15a3_M3,DEG,0.8834089690552938
Slc15a3_T7,Signature,0.4354353640737108
Slc25a3_B1,DEG,0.1426454603169298
Slc25a3_B5,DEG,0.2153137267336896
Slc25a3_T1,DEG,0.1688604324363322
Slc25a3_T2,DEG,-0.2085852011275901
Slc25a3_T3,DEG,0.068785259351234
Slc25a4_M4,DEG,-0.479430894322879
Slc25a5_B4,DEG,-0.1734724747908053
Slc25a5_M4,DEG,-0.2295796800527972
Slc25a5_M5,DEG,-0.3381884085869852
Slc25a5_T1,DEG,-0.170448317484648
Slc25a5_T4,DEG,-0.2860912504785201
Slc25a5_T5,DEG,-0.1886022798758819
Slc38a1_B5,DEG,0.0362014421943657
Slc38a1_M1,DEG,0.6345227382983085
Slc38a1_M3,DEG,0.1766448205288419
Slc38a1_M4,DEG,0.4103045419089984
Slc38a1_M5,DEG,1.1663876610497217
Slc38a2_B3,DEG,0.8650345552485856
Slc38a2_M4,DEG,0.3796514950373701
Slc38a2_O10,DEG,0.4705306376117873
Slc3a2_M0,DEG,-0.6026259122197262
Slc3a2_M3,DEG,0.1028707532494249
Slc3a2_T3,DEG,0.0395557514382145
Slc6a6_M3,DEG,0.5409208214480304
Slc7a11_M3,DEG,1.6853233939240335
Slc7a11_M6,Signature,
Slc8b1_M4,DEG,-1.1833631447170982
Slfn1_M2,Signature,
Slfn2_M1,DEG,0.3074294446939501
Slfn2_M2,DEG,-0.3307806178174303
Slfn2_M3,DEG,0.6542446087332188
Slfn2_M4,DEG,0.8051586222765816
Slfn2_M5,DEG,-0.3033565624152003
Slfn2_T3,DEG,-0.2577772341863251
Slit3_O7,Signature,0.0022817447805393
Slpi_B3,DEG;Signature,-0.5394504750003004
Slpi_M0,Signature,
Smad7_T2,DEG,-0.3679007024648376
Smagp_B4,Signature,-0.3492826091012349
Smap2_B1,DEG,-0.3584220036417715
Smap2_M5,DEG,0.7684595314694667
Smap2_T4,DEG,0.5173568166361926
Smap2_T5,DEG,0.8642128174675803
Smap2_T7,DEG,0.3258537260502724
Smarca5_B1,DEG,0.1874984561687508
Smarca5_T2,DEG,-1.0740068609420812
Smarca5_T4,DEG,-0.5059574226382688
Smarce1_M4,DEG,0.2517939476274676
Smc4_T6_3,Signature,-0.079778099157772
Smc6_B4,DEG,-0.2792432347848212
Smc6_M7,DEG,0.2880178865304619
Smchd1_B2,Signature,-0.1990959685212261
Smchd1_B3,DEG,0.19737262867677
Smchd1_B4,DEG,-0.4569103655087806
Smchd1_M4,DEG,0.4034169630417578
Smdt1_B3,DEG,0.2701806332074166
Smdt1_M0,DEG,-0.5432721504816338
Smdt1_M3,DEG,-0.3896382986397458
Smdt1_M4,DEG,-0.2440023209127838
Smdt1_T4,DEG,-1.2492158228352452
Smim14_B4,DEG,0.0633622367547906
Smim22_O15,Signature,0.4042497945940185
Smim31_O15,Signature,
Smim3_M4,DEG,0.4397740497369325
Smim6_O15,Signature,
Smpdl3a_M5,DEG,-0.7826055018242186
Snf8_M4,DEG,-0.3844563556018925
Snf8_T5,DEG,-1.260116363945775
Snhg15_M3,Signature,
Snhg8_M4,DEG,0.13733531060134
Snrnp40_T5,DEG,-0.8469492480379044
Snrnp70_M3,DEG,-0.1843908244068101
Snrpb_B1,DEG,0.1597911697934004
Snrpb_M3,DEG,-0.2884875765232266
Snrpb_T5,DEG,-0.2225564864488494
Snrpd1_B5,DEG,0.216367207233288
Snrpd1_M3,DEG,-1.886947221322545
Snrpd1_T5,DEG,-0.1321239244322735
Snrpd2_B1,DEG,-0.2764717105511058
Snrpd2_M1,DEG,-0.3643410584744838
Snrpd2_M3,DEG,-0.7721485476781549
Snrpd2_T2,DEG,-0.435403574529508
Snrpd2_T3,DEG,-0.353465895321445
Snrpd2_T4,DEG,-0.1801018188099583
Snrpe_B1,DEG,0.0579237993350068
Snrpe_B2,DEG,0.0923397435779716
Snrpe_B5,DEG,0.1501373777608138
Snrpe_M3,DEG,-0.4677233874100279
Snrpe_T1,DEG,0.0960539122894181
Snrpf_B1,DEG,0.2154335344942994
Snrpf_B4,DEG,0.1292235649181004
Snrpf_B5,DEG,0.4476168628895949
Snrpf_M3,DEG,-0.4185310453273628
Snrpf_M5,DEG,0.3289131723388131
Snrpf_T1,DEG,1.3393795093544854
Snrpg_B0,DEG;Signature,0.0541896413651155
Snrpg_B1,DEG,0.0585692387009597
Snrpg_B3,DEG,0.2000836745306534
Snrpg_B5,DEG,0.1115664441116462
Snrpg_M3,DEG,-0.4986474189476188
Snrpg_M5,DEG,0.1967678190903843
Snrpg_T2,DEG,0.0660591161317727
Snrpg_T3,DEG,0.0466123859265455
Snu13_M3,DEG,-0.4077440801409245
Snx18_M0,DEG,-1.9870567892660125
Snx18_M3,DEG,0.5698830520764653
Snx20_M1,DEG,0.3454489167017601
Snx20_M2,DEG,0.2988756624084436
Snx20_M3,DEG,-0.4883025684588488
Snx20_M4,DEG,0.3499033527510624
Snx3_M3,DEG,0.1473075138892703
Snx5_M0,DEG,-2.91894447653368
Snx5_M1,DEG,-0.4862877105756383
Snx5_M4,DEG,-0.5960275324227572
Snx5_M5,DEG,-0.6499597717058052
Snx5_M7,DEG,-0.3040795718398557
Snx5_T5,DEG,-0.5974104958205456
Soat1_M1,DEG,-0.330665634413992
Soat1_M3,DEG,0.4529271769573362
Socs2_T8,Signature,
Socs3_M0,DEG,-0.5517695989458553
Socs3_M1,DEG,-0.3534277430737176
Socs3_M3,DEG,0.6491499085570192
Socs3_M5,DEG,-0.8742801364044185
Sod1_M3,DEG,-0.3773456378163983
Sod2_M0,DEG,-1.6903809832884098
Sod2_M3,DEG,0.5519161245699487
Sod2_M5,DEG,-1.6483939851141964
Son_B2,DEG,-0.0984318075201056
Son_B5,DEG,-0.1143319789257663
Sp110_M4,DEG,-0.886642966091046
Sp140_B1,DEG;Signature,-0.3139724698819531
Sp140_B2,DEG,-0.407974058348748
Sp140_B4,DEG,-0.3106591475453559
Sp140_B5,DEG,-0.3802201553430631
Sp140_M5,DEG,-1.9995523290662107
Spag9_B5,DEG,0.0998158615122806
Spag9_M1,DEG,0.1530920398703173
Spag9_M2,DEG,0.3199076388128943
Spag9_M3,DEG,-0.0961285514634273
Spag9_M4,DEG,0.2111112839496102
Spag9_M5,DEG,0.3538165185830051
Sparcl1_O7,DEG,0.1510364703631126
Spc24_T5,Signature,0.0560124551183071
Spcs1_B3,DEG,-0.1204677192815346
Spcs1_M1,DEG,-0.6714321757078053
Spcs2_B3,DEG,0.1371953425452046
Spcs2_T2,DEG,0.0501117708854962
Spcs2_T4,DEG,-0.0984069114647213
Spcs3_B3,DEG,-0.231186185699558
Specc1l_M1,DEG;Signature,0.2142680334700777
Specc1l_M3,DEG,3.4745652244473453
Spi1_M1,DEG,0.0731690484860531
Spi1_M3,DEG,0.1664092961096624
Spi1_M4,DEG,0.2037509953356565
Spib_M7,Signature,0.4998291142572403
Spint2_M4,DEG,-2.2013569990125514
Spop_M4,DEG,-0.7843501371031685
Sppl2a_M0,DEG,-1.705295569186914
Spty2d1_B3,DEG,0.266226438875487
Spty2d1_M1,DEG,-0.668769817645221
Spty2d1_M3,DEG,-0.3859830457964895
Sqstm1_B3,DEG,0.6688127811437875
Sqstm1_M1,DEG,0.3142456833097413
Sqstm1_M3,DEG,0.6136822806001201
Sqstm1_M4,DEG,0.3988697711987743
Sqstm1_O10,DEG,0.4581204551140371
Srgn_B3,DEG,0.1287581432708629
Srgn_B5,DEG;Signature,0.0481894129674422
Srgn_M0,DEG,-0.2726430950821999
Srgn_M3,DEG,-0.083573397936411
Srgn_M4,DEG,0.1119347960973584
Srgn_M6,Signature,0.0128832869656129
Srgn_T0,DEG,0.0934817760612715
Srgn_T1,DEG,0.0940528771676182
Srgn_T4,DEG,0.0295515717347109
Srgn_T5,DEG,0.1269256199043101
Sri_M0,DEG,-0.7704546114311217
Sri_M1,DEG,-0.4054732480771584
Sri_M3,DEG,-0.7735308596129705
Sri_M4,DEG,-0.5953214437314018
Sri_T3,DEG,-0.750061295665858
Sri_T4,DEG,-0.2527302828528198
Srp14_M0,DEG,-1.4367677034306507
Srp14_M1,DEG,-0.2476307940779743
Srp14_M3,DEG,-0.2637334072130114
Srp14_M4,DEG,-0.273475967769169
Srp14_T4,DEG,-0.1221697909191397
Srp72_B3,DEG,-0.4120336785813877
Srp9_T4,DEG,0.199846595288374
Srpr_B3,DEG,0.2414587182803464
Srrm1_M0,DEG,-0.8368843803699842
Srrm1_M3,DEG,-0.5898080820027435
Srrm1_T4,DEG,-0.8649384153915356
Srrm2_B3,DEG,-0.1356880719939897
Srsf10_M4,DEG,0.403338000676502
Srsf11_B1,DEG,0.0837658850252596
Srsf11_M4,DEG,-0.2968454024366888
Srsf1_B4,DEG,-0.5624697939993009
Srsf2_B5,DEG,0.2549737815029756
Srsf2_M1,DEG,0.4169793460767926
Srsf2_M3,DEG,0.1643118820925877
Srsf2_O10,DEG,1.6998808804613423
Srsf3_B1,DEG,0.14075033202628
Srsf3_B2,DEG,0.1345697872056203
Srsf3_B5,DEG,0.2007578051904795
Srsf3_M0,DEG,-0.4474867857645872
Srsf3_M3,DEG,-0.564616587992814
Srsf3_M4,DEG,-0.2122768249340194
Srsf3_T3,DEG,-0.2011448158199954
Srsf3_T4,DEG,-0.2912098893689409
Srsf3_T6_1,DEG,-0.7953505008451414
Srsf5_M3,DEG,-0.2012464402054136
Srsf5_M4,DEG,-0.5055641053603377
Srsf5_T7,DEG,0.0358840742977935
Srsf7_B1,DEG,0.1385777488670798
Srsf7_B3,DEG,0.3005252527004898
Srsf7_M1,DEG,0.2710405527894373
Srsf7_M3,DEG,-0.5515330843869906
Srsf7_M5,DEG,0.281349721762102
Srsf7_O10,DEG,0.4827555579708371
Srsf7_T0,DEG,0.1657122600840619
Srsf7_T1,DEG,0.109526991055375
Srsf7_T2,DEG,0.0279450996856065
Srsf7_T3,DEG,0.1495266401898697
Srsf9_M1,DEG,-0.3324575458394729
Srsf9_M3,DEG,-0.5285560844416166
Ssb_B5,DEG,0.1546329947922938
Ssb_M3,DEG,-0.2846535641317921
Ssb_M5,DEG,0.2002585687535275
Ssb_T1,DEG,0.0134613896868156
Ssh2_T6,Signature,0.2141470152176989
Ssr3_M1,DEG,0.4278589918537266
Ssr3_M3,DEG,0.1704048831719178
Ssr3_M4,DEG,0.0103473286578492
Ssr4_B1,DEG,-1.3673537185444404
Ssr4_M0,DEG,-0.2437999962534665
Ssr4_M1,DEG,-0.316616477286889
Ssr4_M3,DEG,-0.3193437437424642
Ssr4_O7,DEG,-1.3017954004997496
Ssu72_M4,DEG,-0.429330379484802
St3gal5_M4,DEG,-0.7540156023247462
Stap1_B5,Signature,-0.0921645466159735
Stat1_B2,Signature,
Stat1_M0,DEG,-1.2639782106975317
Stat1_M1,DEG,-1.3920923905578246
Stat1_M3,DEG,-1.7708422655310103
Stat1_M4,DEG,-1.3092402031136618
Stat1_M5,DEG,-1.035593656673966
Stat1_O13,DEG,-3.049364794877792
Stat1_T2,DEG;Signature,-0.5062833817586552
Stat1_T5,DEG,-0.3989850749769769
Stat3_B1,DEG,0.556497255972056
Stat3_B5,DEG,0.4843157560973941
Stat3_M4,DEG,0.2204187806768456
Stat3_T3,DEG,0.1806262961310951
Stat3_T5,DEG,0.6111472250961454
Stat4_B0,Signature,0.1817046183241448
Stat4_M3,Signature,
Stfa2l1_M2,Signature,
Stk17b_B0,Signature,0.0022491623657307
Stk17b_B2,Signature,-0.0591219008286692
Stk17b_B4,DEG,-0.356299405710737
Stk17b_B5,DEG,-0.3715382441332868
Stk17b_T1,DEG,-0.1363485546355762
Stk17b_T2,DEG,-0.2924428449496097
Stk17b_T3,DEG,-0.1625614624462638
Stk17b_T4,DEG,-0.2100020060530108
Stk17b_T5,DEG,-0.2300840455021889
Stk24_M5,DEG,0.695281493304451
Stk24_T4,DEG;Signature,-0.1814225864232203
Stk24_T5,DEG,0.4480937200668927
Stk4_T4,DEG,0.0811771922641143
Stmn1_B4,DEG;Signature,-1.39518030059721
Stmn1_T5,DEG;Signature,0.2851660282127148
Stx7_M3,DEG,-0.6471487553385291
Stx7_M4,DEG,-0.7093093450175548
Stxbp3_M3,DEG,0.3422818408413196
