Edge Name,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw0_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw1_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw10_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw2_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw3_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw4_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw5_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw6_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw7_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw8_sign,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_present,comb_TLS_c_ipval_0.3_PUC_w_meta_FDR_0.15_all_nw9_sign,Present_Count
Jund_B5<==>Lat_T4,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Jund_B5<==>Ly6d_B1,False,,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,2
Jund_B5<==>Psma5_M5,False,,False,,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,2
Jund_M3<==>Plekho2_M4,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Jund_M3<==>Stk17b_T5,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Jund_M4<==>Luc7l2_T6,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,2
Jund_T0<==>Lamp2_M0,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,2
Jund_T0<==>Ly6d_B1,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,2
Jund_T0<==>Micos10_M0,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Jund_T0<==>Npc2_M3,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Jund_T0<==>Ptpn22_T4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,2
Jund_T0<==>Smchd1_B3,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,2
Jund_T1<==>Stat4_B0,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Jund_T1<==>Tmem134_M3,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,2
Jund_T3<==>Jund_T4,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Jund_T3<==>Kdm6b_T4,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,True,+,2
Jund_T3<==>Myl12b_B1,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Jund_T3<==>Scand1_M4,False,,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,False,,2
Jund_T4<==>Ly6d_B1,True,+,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,2
Jund_T4<==>Scand1_M4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Jund_T4<==>Tspo_M3,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Jund_T6<==>Ptpn6_B4,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,2
Jund_T7<==>Syk_B4,False,,False,,False,,False,,False,,True,-,False,,False,,False,,True,-,False,,2
Kdm6b_B5<==>Psmb8_T1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Kdm6b_B5<==>Rap1a_T4,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,False,,2
Kdm6b_M1<==>Lyn_M4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,2
Kdm6b_M1<==>Map4k4_M4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Kdm6b_M1<==>Marcks_M4,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,2
Kdm6b_M1<==>Pmepa1_M5,False,,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,2
Kdm6b_M1<==>Samsn1_M3,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Kdm6b_M3<==>Lmnb1_B1,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,2
Kdm6b_M3<==>Plet1_M3,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Kdm6b_T4<==>Psme2_B4,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Kdm6b_T4<==>Rpl35a_M3,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Kdm6b_T4<==>Rps15_T3,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,False,,2
Kdm6b_T4<==>Smarca5_T4,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,2
Kdm7a_M1<==>Ubb_M1,False,,True,-,False,,False,,False,,True,-,False,,False,,False,,False,,False,,2
Khdrbs1_T2<==>Lefty1_M7,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,2
Khdrbs1_T2<==>Mtpn_M0,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,2
Khdrbs1_T2<==>Ptp4a2_T2,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Khdrbs1_T2<==>Rpl36a_T2,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Khdrbs1_T2<==>Rpsa_M5,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,2
Khdrbs1_T2<==>Wnk1_T1,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Kif11_T5<==>Map3k1_B5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Kif11_T5<==>Rpl29_B1,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Kif11_T5<==>Rps15_T2,False,,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Kif11_T5<==>Rps15_T3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Kif11_T5<==>Tra2a_B5,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,True,-,2
Kif11_T5<==>mt-Nd4_T4,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,2
Kif1b_T6<==>March5_M3,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,2
Kif1b_T6<==>Prdx5_M2,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,True,+,2
Kif2a_T5<==>Rps15_T1,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,2
Kif4_T5<==>Rps12_M5,False,,False,,False,,True,-,False,,False,,True,-,False,,False,,False,,False,,2
Kif5b_M1<==>Ndfip1_T3,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Kif5b_M1<==>Ost4_B1,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Kif5b_M1<==>Paip2_T2,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Kif5b_M1<==>Rbm5_M3,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Kif5b_M1<==>Rpl34_B3,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,2
Kif5b_M1<==>Rps27l_M4,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Kif5b_M1<==>Slc38a2_B3,False,,True,+,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Kif5b_M1<==>Snx20_M4,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Kif5b_M1<==>Tgfb1_M3,False,,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,2
Kif5b_M1<==>Tnfaip8_M4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Kif5b_M1<==>Tpm4_T5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Kit_M3<==>Lst1_M3,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,2
Klf6_M0<==>Mif_T3,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,False,,2
Klf6_M0<==>Tnfaip3_T2,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,2
Klf6_M0<==>mt-Cytb_M4,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Kmo_M7<==>Ndufa4_T2,False,,True,-,True,-,False,,False,,False,,False,,False,,False,,False,,False,,2
Kmo_M7<==>Pafah1b1_T3,False,,False,,False,,True,-,True,-,False,,False,,False,,False,,False,,False,,2
Kmo_M7<==>Ppp2ca_M3,False,,True,-,False,,False,,False,,False,,True,-,False,,False,,False,,False,,2
Kmo_M7<==>Selplg_T3,False,,False,,True,-,False,,True,-,False,,False,,False,,False,,False,,False,,2
Kmo_M7<==>Snrpf_B5,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,2
Kmo_M7<==>Ube2b_T2,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,2
Kmo_M7<==>Ywhaz_M3,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Kmt2e_B1<==>Rps20_B3,False,,False,,False,,True,-,False,,False,,False,,False,,True,-,False,,False,,2
Kmt2e_B1<==>Rps7_B3,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,2
Kmt2e_B3<==>Lyn_B1,False,,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,2
Kmt2e_B3<==>Map2k3_M1,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Kmt2e_B3<==>Rpl27a_B1,False,,False,,False,,False,,False,,False,,True,-,True,-,False,,False,,False,,2
Kmt2e_B3<==>Syf2_B3,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,False,,2
Knl1_T5<==>Rps2_B2,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,True,-,2
Knl1_T5<==>Sh3bgrl3_M0,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,True,-,2
Knl1_T5<==>Ube2d3_M1,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,False,,2
Kpna1_M3<==>Rac2_T5,False,,False,,False,,False,,False,,True,-,True,-,False,,False,,False,,False,,2
Kpna1_M3<==>Rpl18a_M1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,2
Kpna1_M3<==>Selenow_M4,False,,False,,False,,True,-,False,,False,,False,,False,,False,,True,-,False,,2
Kpna4_M3<==>Rbms1_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Kras_B2<==>Rpl10a_T4,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,2
Kras_M3<==>Ndufa4_T2,False,,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,2
Kras_M3<==>Ssb_T1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Kras_T1<==>Pitpna_M0,False,,False,,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,2
Kras_T1<==>Rpl28_M3,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,2
Kras_T1<==>Tnfrsf4_T1,False,,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,2
Krt83_T7<==>Ptma_T1,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Krt83_T7<==>Ptpn1_M0,False,,False,,True,-,False,,False,,False,,True,-,False,,False,,False,,False,,2
Krt83_T7<==>Rpl27_M3,True,-,False,,False,,False,,False,,False,,False,,False,,False,,True,-,False,,2
Krt83_T7<==>Sell_T6_3,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,2
Krt83_T7<==>Serf2_T7,False,,False,,False,,True,-,False,,False,,False,,False,,False,,True,-,False,,2
Krt83_T7<==>Sfpq_T2,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Krtcap2_T5<==>Psmb9_B3,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,True,+,2
Krtcap2_T5<==>Shisa5_B2,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,2
Krtcap2_T5<==>Sp140_B4,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Lactb_M4<==>Ndufs3_B3,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,2
Lactb_M4<==>Rel_M1,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Lamp1_M1<==>Selenok_T1,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Lamp1_M5<==>Npc2_M5,False,,False,,True,+,False,,False,,True,+,False,,False,,False,,False,,False,,2
Lamp1_M5<==>Tgfbi_M5,False,,False,,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,2
Lamp2_B3<==>Malat1_B1,False,,False,,False,,False,,False,,False,,False,,True,-,True,-,False,,False,,2
Lamp2_B3<==>Rps27_M2,True,-,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,2
Lamp2_B3<==>Xist_T4,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,2
Lamp2_M0<==>Ppt2_M0,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Lamp2_M0<==>Psme1_M3,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,2
Lamp2_M0<==>Ptprc_T0,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Lamp2_M0<==>Rac1_M0,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Lamp2_M0<==>Sppl2a_M0,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Lamp2_M4<==>Mcl1_T3,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Lamp2_M5<==>Ndufs5_B3,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Lamp2_M5<==>Rpl32_M5,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Lamp2_M5<==>Tpt1_M3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,True,-,False,,2
Lamtor2_M1<==>Nfkb1_M3,False,,False,,True,-,False,,False,,False,,False,,False,,False,,False,,True,-,2
Laptm4a_B3<==>Spcs3_B3,True,+,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,2
Laptm4a_M0<==>Rps26_B1,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,True,+,2
Laptm4a_M0<==>Tbca_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,2
Laptm4a_M1<==>Serbp1_T2,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,2
Laptm4a_M5<==>Mef2c_B5,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,2
Laptm5_B1<==>Trbc1_M5,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,2
Laptm5_T5<==>Lrg1_M2,False,,True,-,False,,False,,True,-,False,,False,,False,,False,,False,,False,,2
Laptm5_T5<==>Rps3a1_M5,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Larp1_M3<==>Tmsb10_B1,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Lars2_B7<==>Selenok_T2,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Lars2_B7<==>Vpreb3_B3,False,,False,,False,,False,,True,-,False,,False,,False,,True,-,False,,False,,2
Lat_M5<==>Mif_T5,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,2
Lat_M5<==>Pomp_M0,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,False,,2
Lat_T0<==>Lcp1_T0,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,2
Lat_T0<==>Ndufa7_M0,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Lat_T0<==>Tap1_M5,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,2
Lat_T0<==>Tuba1b_M3,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Lat_T1<==>Ostf1_M0,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,2
Lat_T4<==>Mpp6_M3,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Lat_T4<==>Tmsb4x_B3,False,,False,,False,,False,,False,,False,,True,-,True,-,False,,False,,False,,2
Lat_T5<==>Ran_M0,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,False,,2
Lck_M5<==>Mapkapk2_M1,True,+,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,2
Lck_T0<==>Neat1_B3,False,,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,2
Lck_T0<==>Sf3b2_M4,False,,False,,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,2
Lck_T5<==>Rab8b_T3,False,,True,-,False,,False,,False,,False,,False,,False,,False,,False,,True,-,2
Lck_T5<==>Tes_M3,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,False,,2
Lcp1_M1<==>Ncoa7_T7,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,2
Lcp1_M1<==>Serp1_B1,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,2
Lcp1_T2<==>Rpl8_M5,False,,False,,False,,True,-,True,-,False,,False,,False,,False,,False,,False,,2
Lcp1_T3<==>Lgals3_M7,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,2
Lcp1_T3<==>Slc38a1_M3,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Lcp1_T3<==>Smc6_M7,False,,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,2
Lcp1_T3<==>Ube2e1_M3,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,False,,False,,2
Lcp1_T4<==>Ptprc_B5,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,2
Lcp1_T4<==>Sdf2l1_T5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,2
Lcp1_T5<==>Pfdn5_T5,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,2
Lcp1_T7<==>Myl12a_M3,False,,False,,False,,False,,True,-,True,-,False,,False,,False,,False,,False,,2
Lcp1_T7<==>Tax1bp1_B3,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,2
Lcp1_T7<==>Tram1_B3,False,,False,,False,,True,-,False,,False,,True,-,False,,False,,False,,False,,2
Lcp1_T7<==>Tspan13_B3,False,,False,,False,,False,,True,-,False,,False,,False,,False,,True,-,False,,2
Lcp1_T7<==>Usp9x_M4,False,,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Ldha_M0<==>Lilrb4a_M5,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Ldha_M0<==>Myl12a_M0,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,False,,2
Ldha_M0<==>Ndufa13_T4,True,+,False,,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Ldha_M0<==>Ndufc2_M0,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,2
Ldha_M0<==>Ppp1ca_M0,False,,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,2
Ldha_M0<==>Psme1_M3,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Ldha_M0<==>Ptms_M4,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Ldha_M0<==>Sec61g_T4,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,2
Ldha_M0<==>Sp140_B5,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,2
Ldha_M0<==>Tapbp_M5,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,2
Ldha_M0<==>Tma7_T4,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,+,2
Ldha_M0<==>Tmbim6_M3,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,False,,False,,2
Ldha_T0<==>Lilrb4a_M0,False,,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,2
Ldha_T0<==>Ost4_M0,False,,False,,False,,False,,False,,False,,False,,False,,True,+,True,+,False,,2
Ldha_T0<==>Pdia6_M0,False,,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,2
Ldha_T0<==>Satb1_T0,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Ldha_T0<==>Sf3b1_M2,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Ldha_T0<==>Tnfrsf4_T1,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,True,+,2
Ldha_T0<==>Uqcrb_M0,False,,False,,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,2
Ldha_T1<==>Spag9_M4,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,False,,False,,2
Ldha_T5<==>Pfn1_B1,False,,False,,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,2
Lef1_T6<==>Psme1_O10,False,,True,-,False,,False,,False,,False,,True,-,False,,False,,False,,False,,2
Lef1_T6<==>Zfp36l1_T2,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,2
Lefty1_M7<==>Mtpn_M0,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,2
Lefty1_M7<==>Rps18_M3,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,True,-,2
Lefty1_M7<==>Rpsa_M5,False,,False,,False,,False,,False,,False,,True,-,False,,False,,False,,True,-,2
Lefty1_M7<==>mt-Co3_B2,False,,False,,True,-,False,,False,,False,,True,-,False,,False,,False,,False,,2
Lgals1_B3<==>Sec61b_B3,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,2
Lgals1_B3<==>Tspo_B3,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Lgals3_M4<==>Lyz2_M1,False,,True,-,False,,True,-,False,,False,,False,,False,,False,,False,,False,,2
Lgals3_M7<==>Slc38a1_M3,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,False,,False,,2
Lgals3_T4<==>Scand1_M1,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,False,,2
Lgmn_M1<==>Psmb10_M1,True,-,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Lgmn_M1<==>Rbpj_M1,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,2
Lilr4b_T0<==>Psma1_M3,False,,True,+,False,,False,,False,,False,,False,,True,+,False,,False,,False,,2
Lilr4b_T0<==>Rpl36_T1,True,+,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,2
Lilrb4a_M0<==>Sdf4_T0,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Lilrb4a_M0<==>Sf3b1_M2,True,-,False,,False,,False,,False,,True,-,False,,False,,False,,False,,False,,2
Lilrb4a_M3<==>Ppdpf_M3,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,False,,2
Lilrb4a_M5<==>Rgs13_B4,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,2
Lilrb4a_T0<==>mt-Nd1_B3,False,,False,,False,,False,,False,,False,,True,+,False,,True,+,False,,False,,2
Limd2_M3<==>Litaf_M4,False,,False,,False,,False,,False,,True,-,True,-,False,,False,,False,,False,,2
Limd2_M3<==>Mrpl57_T5,False,,False,,True,+,False,,False,,False,,False,,False,,False,,False,,True,+,2
Limd2_M3<==>Psmb9_B3,False,,True,+,False,,False,,False,,False,,False,,False,,False,,False,,True,+,2
Limd2_M3<==>Riok3_M3,True,-,True,-,False,,False,,False,,False,,False,,False,,False,,False,,False,,2
Limd2_M3<==>Stk17b_B4,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,2
Limd2_M3<==>Ube2e1_M3,False,,False,,False,,True,+,False,,False,,False,,False,,False,,False,,True,+,2
Limd2_M5<==>Ly6a_B3,False,,False,,False,,True,+,False,,True,+,False,,False,,False,,False,,False,,2
Limd2_M5<==>Ubr2_T6_3,False,,True,-,False,,False,,False,,False,,False,,True,-,False,,False,,False,,2
Litaf_M2<==>Resf1_M2,False,,False,,False,,False,,True,+,False,,False,,False,,True,+,False,,False,,2
Litaf_M3<==>Odc1_B1,False,,True,+,False,,False,,False,,False,,True,+,False,,False,,False,,False,,2
Litaf_M3<==>Uqcrh_T5,False,,False,,True,+,True,+,False,,False,,False,,False,,False,,False,,False,,2
Litaf_M4<==>Nop53_B4,False,,False,,True,-,False,,False,,True,-,False,,False,,False,,False,,False,,2
Litaf_M4<==>Rps11_M1,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,-,True,-,2
Litaf_M4<==>Rps20_M1,False,,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,2
Litaf_M4<==>Rps23_M1,False,,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,False,,2
Litaf_M4<==>Runx1_M4,False,,False,,False,,False,,False,,False,,False,,True,+,False,,False,,True,+,2
Litaf_M4<==>Srrm1_T4,False,,False,,False,,True,-,False,,False,,False,,False,,False,,False,,True,-,2
Litaf_M4<==>Ucp2_B4,False,,False,,False,,False,,False,,False,,True,-,False,,True,-,False,,False,,2
