gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Salmonella_infNonTLSwk3_median,median_Salmonella_infNonTLSwk6_median,FDR_BH
Eef1b2,0.1948717948717948,0.7209013209013208,1.0,-0.0403409614693776,0.0184253423907027,0.1005655667228512,2.230788042152735,2.257800167757145,0.7721257302743612
Rpl37a,0.1303807303807303,0.5053613053613053,0.959129759129759,-0.0329022160342101,0.0087209889133614,0.0487029490169173,3.3573903310009072,3.3721577303450703,0.7721257302743612
Arpc2,0.2786324786324786,0.7209013209013208,1.0,-0.0316503743553056,0.0165131799594261,0.0648708101520745,2.1028035571933,2.130437951360776,0.7721257302743612
Aamp,0.1826273205277613,0.6945980769823016,1.0,-27.952410425661675,0.8570231626022164,28.74294798488445,0.1106768811737992,0.2196685953562664,0.7721257302743612
Tmbim1,0.0503082027202481,0.2666030678505001,0.8744592481051268,-0.0535113525116479,0.940805839505502,29.262298033980876,0.3354360253272233,0.6429652074683753,0.7721257302743612
Slc11a1,0.2786324786324786,0.7984459984459983,1.0,-0.1788895868904884,-0.0090389952187862,0.1794254272943078,1.0545984506472073,1.048036273524366,0.8028438038229958
Dock10,0.0235358787657099,0.2257768083327037,0.8784770784770783,-0.0789589640927905,0.4728924250237961,1.5039961170428129,0.4640286817879345,0.6424616068242726,0.7721257302743612
Trip12,0.0245839075307487,0.1311305028696508,0.5576726074341468,0.3630759147413562,2.141816754139337,29.3213929882459,0.1441117885067683,0.6341641870339767,0.7721257302743612
Sp140,0.144994377969939,0.6662276454096188,1.0,-26.980754908572223,0.5083593682130849,28.89066452367537,0.2313267837594124,0.3560877897961905,0.7721257302743612
Itm2c,0.0829836829836829,0.4418026418026417,0.959129759129759,-0.0396264947341354,0.0788890791510513,0.1977959894210884,1.1927295086494123,1.25770099801812,0.7721257302743612
Ncl,0.2344988344988344,0.7984459984459983,1.0,-0.1356731034872445,-0.0216483326314996,0.0892713330050643,1.544191526751645,1.52363931314414,0.8028438038229958
Ptma,0.0069930069930069,0.1048951048951048,0.7209013209013208,-0.0036291838750846,0.0390046661907979,0.0960828158303627,2.7787255636234702,2.854564722896325,0.7721257302743612
Eif4e2,0.0300874088369119,0.4239989896164244,1.0,-0.1550043970379237,0.8356066005320387,28.948310483184315,0.2777575409716269,0.5186758292529552,0.7721257302743612
Inpp5d,0.03995760576407,0.1889374480029941,0.7209013209013208,0.045704269534297,0.414452646895126,1.268416817110562,0.5683968003347986,0.7391365329748882,0.7721257302743612
Arl4c,0.0206682206682206,0.1948717948717948,0.6453768453768453,0.0218888133506297,0.1361859483067088,0.3232762174476115,1.5952011595483175,1.7544250833433277,0.7721257302743612
Lrrfip1,0.0206682206682206,0.1948717948717948,0.8784770784770783,0.0616151425131154,0.3082372365103999,0.5673667791778434,0.7289833031991482,0.9014443730361406,0.7721257302743612
Ube2f,0.0891428476634705,0.5576726074341468,1.0,-0.0140608875560438,1.4030126499804252,28.978630150006182,0.1891138244606487,0.505696366148118,0.7721257302743612
Ndufa10,0.2242111673126433,0.73646832843217,1.0,-27.309945950117548,0.78954067683323,28.84776791659884,0.1490482579429262,0.284596088897467,0.7867473755618045
Cops9,0.1948717948717948,0.7129894874507409,1.0,-0.1524561806509293,0.0280446279043499,0.2234744360206699,0.8366692063486932,0.8543892702606383,0.7721257302743612
Gpr35,0.0808578101401583,0.4589281861225893,1.0,-0.0960976811537864,0.6396278180803769,29.03424283870121,0.4115934861529849,0.64122636490069,0.7721257302743612
Hdlbp,0.1889374480029941,0.6741981971505068,1.0,-0.2790866665385721,-0.0544562053537155,0.1675541627654908,0.6755406256482215,0.6499587205348929,0.7721257302743612
Fam174a,0.0147630147630147,0.1033079701313654,0.461920478323797,-0.5315183861379607,-0.3138056258234322,-0.090973829128762,0.8120110169286592,0.6508076931747405,0.7721257302743612
St8sia4,0.0933375471780228,0.5961490715101023,1.0,-28.82508315777012,-0.6409167968024333,28.082966143658336,0.1891138244606487,0.1120332706247232,0.7721257302743612
Vps4b,0.0658827641887259,0.4305578876446536,0.959129759129759,-0.1341779204132002,0.1269591628815481,0.3869905030278041,0.6349900537434432,0.6887756405344395,0.7721257302743612
Ralb,0.261697644476288,0.6549402754623503,1.0,-28.485345279343967,-0.3457357333579959,28.1889904369094,0.253080008858846,0.1433167912247765,0.7721257302743612
Dbi,0.1303807303807303,0.6453768453768453,1.0,-0.0651672764859009,0.0338593724395163,0.1538405471331586,1.1597497447081777,1.1906840479968277,0.7721257302743612
Actr3,0.1948717948717948,0.7209013209013208,1.0,-0.082774234766697,0.0027252121558866,0.0776111088386478,1.7111973813142751,1.7166638947355914,0.7721257302743612
