gene,pval_lower,pval_median,pval_upper,log2fc_lower,log2fc_median,log2fc_upper,median_Control_median,median_IL10_KOnonTLS_median,FDR_BH
Hsp90ab1,0.0017861395570373,0.1198301182821306,0.967135032150512,-0.0079423687457552,0.0646804612832524,0.1098322300611276,2.47127614993455,2.5915677256065224,0.45439853969662625
Tomm6,0.1198301182821306,0.5918075732317218,1.0,-0.1269315887697807,-0.0167490130942724,0.0637299619999666,1.13660730936558,1.130626659882955,0.7171666837996632
Micos13,0.0097135098570584,0.1629806968918196,0.7108438517107247,0.0183226622117042,0.2127514955325186,0.4030982746053791,0.717877612645616,0.828293665096463,0.5303129618919091
Rpl36,0.1198301182821306,0.6503532587123918,1.0,-0.0298466989382066,0.0051240189811813,0.045534957581046,3.067599017768055,3.080733463949975,0.7171666837996632
Ndufa11,0.1198301182821306,0.6503532587123918,1.0,-0.1813515951730647,-0.0375258740623255,0.1122368293810618,0.781282984358385,0.7573549528321988,0.7171666837996632
Vapa,0.0011907597046915,0.0831150273874732,0.5918075732317218,0.0455184310772503,0.2042327022866178,0.3447841628921189,0.789602561187276,0.9127204085471416,0.3675285762549064
Myl12b,0.1198301182821306,0.384456616654759,0.9018020163531,-0.0245713188434336,0.0611442550604201,0.1452705580409893,1.56012129392242,1.6332664848741811,0.7171666837996632
Myl12a,0.005239342700643,0.2268397237437485,0.967135032150512,-0.0094363304722015,0.0673742122426103,0.1437215105064156,1.29279075920093,1.34988818845129,0.6074922983962359
Emilin2,0.0026196713503215,0.0683496070492974,0.4319679288719536,-0.6066597592569214,-0.4013049920107921,-0.203791266540301,1.134803075234575,0.8538524252235937,0.3374978465430835
Smchd1,0.2260577915376677,0.6503532587123918,1.0,-0.1388875587121254,-0.0144852317452368,0.1345226186269579,1.13438464314516,1.1137581229302151,0.7171666837996632
Birc6,0.1862901653912539,0.6405806543923431,1.0,-0.4293345524066522,-0.1853791835199851,0.1153193471288094,0.597477223813441,0.5244113250473685,0.7171666837996632
Cebpz,0.0357556924075383,0.2892480690389093,0.9649791246930368,-29.234876100327472,-0.6030536804368342,28.793614695268676,0.571281620232196,0.3342037104340645,0.6747918188753578
Hnrnpll,0.0571147457932555,0.5821022530196049,1.0,-0.301577640363488,-0.0442140826940358,0.2538579316621005,0.7032455531758446,0.687339030561803,0.7171666837996632
