"Ligand","Receptor","From","To","LR_score","TF","TF_activity","Combined_score"
"Mfng","Notch2","M5","T4",0.976169951736854,"Stat3",2.07454432325585,2.02510783190863
"Mfng","Notch1","M5","T4",0.974843035412053,"Stat3",2.07454432325585,2.02235508517958
"Mfng","Notch2","M5","T4",0.976169951736854,"Ets1",1.95022776531686,1.90375374354523
"Mfng","Notch1","M5","T4",0.974843035412053,"Ets1",1.95022776531686,1.90116595448636
"Mfng","Notch2","M5","T4",0.976169951736854,"Rbpj",1.79473944373661,1.7519707161726
"Jag1","Notch2","M0","T4",0.844149171030223,"Stat3",2.07454432325585,1.75122487074188
"Mfng","Notch1","M5","T4",0.974843035412053,"Rbpj",1.79473944373661,1.74958924710594
"Jag1","Notch1","M0","T4",0.842834067689051,"Stat3",2.07454432325585,1.74849663057096
"Il6","Il6st","M3","M3",1,"Stat4",1.72979620592574,1.72979620592574
"Il6","Il6st","M3","M3",1,"Stat5a",1.66539579265451,1.66539579265451
"Jag1","Notch2","M0","T4",0.844149171030223,"Ets1",1.95022776531686,1.64628315141235
"Jag1","Notch1","M0","T4",0.842834067689051,"Ets1",1.95022776531686,1.64371840036214
"Il6","Il6ra","M3","M3",0.944433892669946,"Stat4",1.72979620592574,1.63367816428815
"Igf1","Igf1r","M0","T4",0.784300982295513,"Stat3",2.07454432325585,1.62706715054515
"Il6","Il6st","M3","M3",1,"Stat3",1.62049763535197,1.62049763535197
"Mfng","Notch2","M5","T4",0.976169951736854,"Nfkb1",1.65906288136941,1.61952733283478
"Mfng","Notch1","M5","T4",0.974843035412053,"Nfkb1",1.65906288136941,1.61732589521362
"Mfng","Notch2","M5","M3",0.92928747829648,"Stat4",1.72979620592574,1.60747795417155
"Mfng","Notch2","M5","T4",0.976169951736854,"Hif1a",1.61243559260554,1.57401117461253
"Il6","Il6ra","M3","M3",0.944433892669946,"Stat5a",1.66539579265451,1.57285623129285
"Mfng","Notch1","M5","T4",0.974843035412053,"Hif1a",1.61243559260554,1.57187160750202
"Il6","Il6st","M3","M3",1,"Foxo1",1.5660531765895,1.5660531765895
"Il6","Il6st","M3","M3",1,"Relb",1.55684305291437,1.55684305291437
"Mfng","Notch1","M5","M0",0.930246795200023,"Mitf",1.67135383867107,1.55477155206902
"Mfng","Notch2","M5","M3",0.92928747829648,"Stat5a",1.66539579265451,1.54763145652148
"Mfng","Notch2","M5","M0",0.925584635426099,"Mitf",1.67135383867107,1.54697943343437
"Mfng","Notch1","M5","M0",0.930246795200023,"Stat1",1.65929941679335,1.54355796474928
"Mfng","Notch1","M5","M0",0.930246795200023,"Hif1a",1.65325011448104,1.53793062066006
"Mfng","Notch2","M5","M0",0.925584635426099,"Stat1",1.65929941679335,1.53582204575541
"Il6","Il6ra","M3","M3",0.944433892669946,"Stat3",1.62049763535197,1.53045288981791
"Mfng","Notch2","M5","M0",0.925584635426099,"Hif1a",1.65325011448104,1.53022290448009
"Igf1","Igf1r","M0","T4",0.784300982295513,"Ets1",1.95022776531686,1.529565552038
"Jag1","Notch2","M0","M3",0.877637852704975,"Stat4",1.72979620592574,1.51813462778588
"Jag1","Notch2","M0","T4",0.844149171030223,"Rbpj",1.79473944373661,1.51502781364551
"Cxcl16","Cxcr6","M3","T4",0.729250213186989,"Stat3",2.07454432325585,1.51286189000019
"Jag1","Notch1","M0","T4",0.842834067689051,"Rbpj",1.79473944373661,1.51266754580651
"Il6","Il6ra","M3","M0",0.903339123937793,"Mitf",1.67135383867107,1.50979931241519
"Mfng","Notch1","M5","M0",0.930246795200023,"Egr1",1.62161727769935,1.5085042756208
"Mfng","Notch2","M5","M3",0.92928747829648,"Stat3",1.62049763535197,1.50590816114164
"Mfng","Notch1","M5","M0",0.930246795200023,"Jund",1.61640462823066,1.50365522515806
"Cxcl16","Cxcr6","M0","T4",0.724676357602068,"Stat3",2.07454432325585,1.5033732238611
"Mfng","Notch2","M5","M0",0.925584635426099,"Egr1",1.62161727769935,1.50094403678001
"Il6","Il6ra","M3","M0",0.903339123937793,"Stat1",1.65929941679335,1.49891008151659
"Mfng","Notch2","M5","M0",0.925584635426099,"Jund",1.61640462823066,1.49611928852194
"Il6","Il6ra","M3","M0",0.903339123937793,"Hif1a",1.65325011448104,1.49344551006536
"Il6","Il6ra","M3","M3",0.944433892669946,"Foxo1",1.5660531765895,1.47903369769455
"Cxcl16","Cxcr6","M5","T4",0.710459071628264,"Stat3",2.07454432325585,1.47387883395204
"Il6","Il6ra","M3","M3",0.944433892669946,"Relb",1.55684305291437,1.47033534474008
"Il6","Il6ra","M3","M0",0.903339123937793,"Egr1",1.62161727769935,1.46487033099932
"Jag1","Notch2","M0","M3",0.877637852704975,"Stat5a",1.66539579265451,1.46161438736921
"Il6","Il6ra","M3","M0",0.903339123937793,"Jund",1.61640462823066,1.46016154079488
"Mfng","Notch2","M5","M3",0.92928747829648,"Foxo1",1.5660531765895,1.45531360735104
"Ccl2","Ccr2","M0","T4",0.698302610522724,"Stat3",2.07454432325585,1.44865971657466
"Mfng","Notch2","M5","M3",0.92928747829648,"Relb",1.55684305291437,1.44675475474619
"Ifng","Ifngr1","M5","T4",0.694720996716115,"Stat3",2.07454432325585,1.44122949998406
"Jag1","Notch2","M0","M3",0.877637852704975,"Stat3",1.62049763535197,1.4222100650038
"Cxcl16","Cxcr6","M3","T4",0.729250213186989,"Ets1",1.95022776531686,1.42220401362051
"Cxcl16","Cxcr6","M0","T4",0.724676357602068,"Ets1",1.95022776531686,1.41328395346424
"Igf1","Igf1r","M0","T4",0.784300982295513,"Rbpj",1.79473944373661,1.40761590868713
"Ccl7","Ccr2","M0","T4",0.675740216365846,"Stat3",2.07454432325585,1.40185302985745
"Jag1","Notch2","M0","T4",0.844149171030223,"Nfkb1",1.65906288136941,1.400496555995
"Ifng","Ifngr2","M5","T4",0.674220540752379,"Stat3",2.07454432325585,1.39870039544034
"Jag1","Notch1","M0","T4",0.842834067689051,"Nfkb1",1.65906288136941,1.39831471685649
"Osm","Il6st","M0","M3",0.807124248410414,"Stat4",1.72979620592574,1.396160462611
"Cxcl16","Cxcr6","M5","T4",0.710459071628264,"Ets1",1.95022776531686,1.38555700761068
"Jag1","Notch2","M0","M3",0.877637852704975,"Foxo1",1.5660531765895,1.37442754712381
"Jag1","Notch2","M0","M3",0.877637852704975,"Relb",1.55684305291437,1.36634439395843
"Ccl2","Ccr2","M0","T4",0.698302610522724,"Ets1",1.95022776531686,1.36184913963466
"Jag1","Notch2","M0","T4",0.844149171030223,"Hif1a",1.61243559260554,1.36113616883759
"Ccl2","Ccr5","M0","M0",0.814004564208232,"Mitf",1.67135383867107,1.3604896530852
"Jag1","Notch1","M0","T4",0.842834067689051,"Hif1a",1.61243559260554,1.35901564940233
"Ifng","Ifngr1","M5","T4",0.694720996716115,"Ets1",1.95022776531686,1.35486417694437
"Ccl2","Ccr5","M0","M0",0.814004564208232,"Stat1",1.65929941679335,1.35067729865784
"Ccl2","Ccr5","M0","M0",0.814004564208232,"Hif1a",1.65325011448104,1.34575313896535
"Osm","Il6st","M0","M3",0.807124248410414,"Stat5a",1.66539579265451,1.34418132745214
"Ccl3","Ccr5","M0","M0",0.799312315921883,"Mitf",1.67135383867107,1.3359337075131
"Jag1","Notch1","M0","M0",0.798680366088746,"Mitf",1.67135383867107,1.33487749573364
"Ccl4","Ccr5","M0","M0",0.795323682450986,"Mitf",1.67135383867107,1.32926728965047
"Jag1","Notch2","M0","M0",0.794069986063204,"Mitf",1.67135383867107,1.32717191938022
"Ccl3","Ccr5","M0","M0",0.799312315921883,"Stat1",1.65929941679335,1.32629845964492
"Ccl7","Ccr5","M0","M0",0.793005903984603,"Mitf",1.67135383867107,1.32539346171349
"Jag1","Notch1","M0","M0",0.798680366088746,"Stat1",1.65929941679335,1.32524986565535
"Il6","Il6st","M3","M0",0.791033941695185,"Mitf",1.67135383867107,1.32209761497135
"Ccl3","Ccr5","M0","M0",0.799312315921883,"Hif1a",1.65325011448104,1.32146317780396
"Jag1","Notch1","M0","M0",0.798680366088746,"Hif1a",1.65325011448104,1.32041840666998
"Ccl2","Ccr5","M0","M0",0.814004564208232,"Egr1",1.62161727769935,1.3200038654462
"Ccl4","Ccr5","M0","M0",0.795323682450986,"Stat1",1.65929941679335,1.31968012245286
"Ccl7","Ccr2","M0","T4",0.675740216365846,"Ets1",1.95022776531686,1.3178473320979
"Jag1","Notch2","M0","M0",0.794069986063204,"Stat1",1.65929941679335,1.31759986476778
"Ccl2","Ccr5","M0","T4",0.634343349340153,"Stat3",2.07454432325585,1.31597339436872
"Ccl7","Ccr5","M0","M0",0.793005903984603,"Stat1",1.65929941679335,1.31583423399533
"Ccl2","Ccr5","M0","M0",0.814004564208232,"Jund",1.61640462823066,1.31576074498707
"Ifng","Ifngr2","M5","T4",0.674220540752379,"Ets1",1.95022776531686,1.31488361852224
